(alpha=0.50),(alpha=1.00),(alpha=1.50),(alpha=2.00)
-39.549326,23.760464,6.904272,6.593578
22.244464,-34.903333,-11.664450,15.202533
-2.193215,-2.657879,-28.354242,17.487329
4376.198036,22.525184,-3.725699,12.325349
-5.073076,-36.515707,0.306199,8.487727
-0.328542,-5.381531,-24.107576,14.331486
0.382889,22.290940,-17.865450,1.131871
-285.451833,-2.413567,5.573595,9.272084
-0.094559,-40.099547,1.225078,-31.123738
-34.061098,17.501158,-13.861323,12.623474
71.628028,13.460372,0.881417,2.397932
4.062750,-142.575026,-7.136705,5.815614
-6.588750,97.380414,-32.115914,17.143946
-1.017277,19.309293,2.339952,1.523846
-32.937198,6.843668,-7.430529,24.113676
-65.202198,-18.868204,2.121867,-11.095172
38934.580157,-2.528657,-3.281395,-9.298421
0.637557,2.936547,-5.356588,20.211758
-31.569565,-51.132639,-12.089031,-10.656710
-0.493636,-7.823795,19.578440,-27.905453
-1.164313,-13.707947,-7.639977,-13.554941
-48089.871246,-8.416251,-14.841345,-7.533192
-3983.033790,119.879109,-0.060862,5.585529
2.701990,8.783264,-1.982205,-4.389389
1.713281,-7.896827,-9.405310,2.409208
19.838657,-2.841136,0.740441,-26.202499
0.187706,-3.257760,-1.999025,5.133802
-199.176336,66.265659,-10.942893,18.920070
2.465460,-34.527743,11.998609,-26.657399
3.467018,12.432634,9.870667,-10.436820
-0.033461,32.805038,15.592538,11.339967
-43.468407,26.584334,24.300060,-14.458887
-0.095905,-11.091261,9.459229,-3.260426
7.499932,5.915145,-22.702945,-15.765988
46.212200,-17.120648,20.173778,-15.977051
-4.872816,5.158829,-0.563533,20.973301
0.481649,-2.159032,10.222356,4.094434
-0.959795,9.224376,9.714322,-15.595449
-0.044060,16.278736,-14.197225,-11.970621
-1.284049,-8.998605,-4.485843,2.364188
11.797469,53.725445,-4.182330,5.752478
-90.972284,-17.933077,2.220960,10.441725
-1188.109571,-18.813502,0.609980,-0.838896
6.080148,13.406511,7.687633,3.059983
-10.531186,-33.045406,8.754904,2.257648
-43.980651,-1.587917,2.164458,-18.509937
18.628167,-31.288889,-7.548525,-11.930279
2.265531,-1.070229,-12.108461,-6.963623
-2.555189,-2.695426,-2.682957,3.145377
28417.784438,-1.110587,17.441244,8.041607
-43.105091,-32.756307,-6.245618,-16.738622
0.086448,-10.982647,-0.262526,-12.559469
-174.105279,17.082475,6.515713,-18.352086
-0.431631,-17.613161,8.412339,-24.131907
0.368440,-9.090221,-7.453235,23.789158
86258.824330,-6.369296,0.858473,-17.425495
15.746032,-1.993304,6.161037,-3.638853
68.016103,1.358868,11.045220,-2.876319
-1.541848,-2.415137,14.536130,-10.009528
42.305952,-16.033119,8.514798,10.875642
4.273770,-4.252211,-23.257339,-5.923011
66.896383,-8.189581,-13.979925,-26.904319
0.382408,-2.574998,-6.773207,-0.891593
-52.406155,-1.572492,-16.542892,7.905041
91.390277,-9.458454,0.986793,8.834236
-16.578578,3.402692,-9.416997,8.942337
23.784876,-6.985615,11.555240,1.181539
-55.229327,-4.713079,-26.450411,20.712093
467.232967,9.078076,18.130635,15.638708
4.866960,18.597513,-3.165166,-5.574269
130.236878,19.969093,7.388019,-7.698496
-3.135039,-49.672029,-24.344842,27.447698
3.675952,1.879143,0.726656,-2.625042
-4.300281,-13.154383,0.822077,13.299675
0.411882,25.351872,-22.281265,14.473100
5.238756,-1.088601,7.544680,8.305170
7.919361,14.416715,23.993044,-6.702190
-5.068953,-9.276796,17.827047,10.844092
-37.911608,48.222486,-2.558361,6.870798
-346.606069,261.130291,-70.367394,23.652420
-0.208319,4.760704,7.015225,2.525966
0.102211,3.772198,7.290211,7.100366
6500.752590,12.504575,4.651382,9.062648
46.798134,13.224093,-5.202850,2.743121
9.098801,-16.865740,37.649372,-9.139251
-42.734248,-7.012108,6.423383,-6.417929
77.418295,-9.359504,16.491975,7.665475
0.630831,117.014384,-21.099160,-13.999968
253.750423,26.214653,5.610578,-0.167752
9.708577,-3.063968,13.002922,-14.575686
-1.310096,36.812168,24.405608,-2.345900
19.905384,-15.839898,-10.741406,0.890132
-2.857751,-16.321653,26.004447,-19.580885
28.233908,-6.133730,-16.638731,1.550304
0.104949,-107.029750,-4.739883,7.106493
20.697233,-11.329636,8.096849,16.227582
233925.336370,-1.900564,38.233864,-29.172839
-3.029975,-6.125116,-11.122361,-11.968110
16.783241,-2.010566,-7.196240,-9.943174
-7.342676,-18.267062,-6.585509,-3.902398
0.282932,-9.100641,-12.252868,4.171792
-140.950893,9.302981,11.416854,-23.267640
13744.001505,6.727976,11.650893,-4.173434
-33.699966,-11.446951,11.530771,-11.431849
-183.420086,-14.831240,-15.204512,-2.957790
-0.980154,-3.379968,15.550127,17.826107
-36.209654,-65.954491,-13.081348,7.745450
1.924116,-3.420914,2.080992,-19.896353
-19436.323209,1.704785,13.146250,0.163191
-2.067996,10.784993,-15.169374,11.785414
-2.641284,15.396532,-13.741493,8.027959
-40.402414,9.254999,-23.529537,37.803129
25820.534360,47.650874,1.790720,-1.122236
-12.146348,-8.625641,-37.608616,13.601493
1.268344,-0.206139,12.126666,-6.762846
-10.379919,-5.560426,131.033248,18.657667
-274.320227,5.058505,-5.653123,-36.418201
-59.883063,-3.588838,8.345448,25.756133
8.822488,-9.121964,-8.271693,1.029975
-2.026414,-24.766093,-14.965648,15.013019
0.052014,20.615494,1.631200,8.269972
-39.526913,19.604191,7.583763,-15.374784
939.034340,-6.050804,-5.242550,15.822216
-2.092999,-19.258221,-4.282608,-4.207188
-4.186902,8.722992,8.926900,-0.766873
99.276629,4.290259,15.547049,3.006222
1.931395,1.316201,-0.686612,11.468429
-14686029.426371,26.548461,-9.052145,-20.881089
15.002516,-12.800912,-13.035575,2.568873
2.144128,-26.769900,5.222694,-7.501580
3.211521,40.305215,-17.688935,2.763569
-2574.205170,25.124624,-3.860815,6.993523
2.196368,21.905586,-12.730311,-2.860727
25.552282,130.872564,2.665690,-18.572217
2.669872,-1.472296,-18.869743,-6.698311
-2.697409,-1.155774,-10.711010,-19.774397
98.354149,-8.227340,-9.481021,2.918217
729.980796,-9.682296,-7.188611,-5.799191
2.172613,9.358773,-23.909386,4.548211
5.644730,21.298279,-8.738335,40.021809
13.226923,3.156284,4.818698,3.689711
-2.990429,-19.372930,2.546709,1.530926
-469.464367,312.478741,-1.920447,-26.905367
9.162381,-8.865534,-7.978951,-8.760183
-5.763219,2.368366,-16.644358,-1.570816
-8.313342,-146.100537,4.939496,-16.434624
2.550788,17.246444,-8.414684,20.982969
-211.116750,-3.135263,-5.099056,1.562204
231.424962,11.099727,-9.198945,-6.008341
-2.344648,-37.463499,-34.651743,24.457754
1.276594,-1.191019,1.904403,-4.730863
2.701755,228.291120,-0.517633,-3.406408
3.971042,-8.508166,-7.589502,0.648905
0.299218,-6.086401,6.092330,-11.763657
347.513469,3.856452,6.475378,16.381419
1.014147,7.418155,-19.203197,5.159095
-14.151513,2.540405,-14.008424,-5.464727
0.829693,-22.645217,9.228620,23.291291
56.934108,28.298913,-12.068533,1.021693
-29.441329,-27.157258,100.450660,-22.170202
7.358055,59.892366,18.440774,12.577180
1.347250,-30.455296,-18.170135,34.380050
9.131536,25.149093,-7.498562,-2.300540
336.370026,-322.508333,-0.807360,-14.693746
125981.445350,51.081000,1.703066,11.315777
-62.965023,2.572334,12.805156,10.400285
-4.165964,4.973162,5.576508,-12.144411
-1.553687,10.284722,10.730830,-7.269534
-24.583123,-0.695325,-6.191427,14.475044
-7.245989,-2.995004,-19.555774,10.318272
-15.859265,-76.343007,23.341067,10.869290
-0.601654,-66.275539,-8.572734,-17.606144
-19.519835,-172.064841,22.059517,-5.651902
260.389899,-4.855340,39.507874,0.033331
-0.440298,-5.894527,13.660743,23.274990
42.839667,5.984870,-10.431853,-0.458195
-36517.264635,-8.111019,-16.098123,30.402407
-97.655712,12.846725,-27.869011,3.244173
0.805594,6.000000,-16.462307,24.435075
3.217065,6.525084,-13.810416,19.624819
-6.101714,-34.713907,8.801199,6.305520
-348.250404,-152.639058,1.307098,11.459817
-2.142118,38.084250,18.583559,-14.342328
173602.189304,2.217039,33.526520,9.626872
-0.389921,10.382443,24.817196,0.720728
88.440152,25.682970,9.663455,11.863858
3.123792,-9.970169,2.207235,5.595693
-0.441189,19.407770,-15.019268,13.543945
28.513785,2.975846,1.290896,-7.685981
-33.811346,1051.389005,23.744522,4.169442
7604.265530,-20.203961,7.864109,-23.536777
87.451750,4.849579,-3.799407,7.566776
-2.888083,96.665774,-13.140381,14.191553
4.557527,-9.060954,18.956278,12.447447
-0.468451,-15.872999,11.493525,-4.507341
50.555883,7.360225,-2.908650,-16.365769
0.469669,-1.122758,9.413047,13.491321
-10.450112,-61.957316,-28.033924,10.022871
-3.519523,-19.856784,151.457627,25.309357
183.026182,-4.151097,-14.530940,-18.609756
28.293153,3.780215,-41.552202,-10.609371
-1.927782,2.413867,10.390821,-7.564461
40.642614,-70.047781,25.029800,-10.994393
-103.359920,-57.279732,-17.913932,10.831166
1.727633,8.033286,-48.327968,-1.665162
-258.109989,-131.404321,-3.259770,24.684983
10430.115255,-5.315205,18.440872,-3.659776
2.228179,2.269394,13.687088,10.994448
-9.589767,-11.652722,-3.857561,-10.902702
18.715327,20.397757,-9.492358,5.473919
0.056560,-22.149184,0.085085,14.915300
711.497350,-84.600428,13.174189,-8.958111
83.847975,-9.939616,5.633328,11.824315
19.737379,15.191690,-1.378099,24.786828
8.273542,2.475298,-0.211171,7.234684
-0.621480,5.632542,9.938738,-2.862327
11.528661,3.375482,-1.669937,-5.646329
-3.519170,-17.641145,4.912430,-7.524601
-18.169363,-14.188374,7.943146,-2.358033
976.841256,-187.624511,-15.337074,1.024323
49.996025,61.685431,-2.315038,-9.697825
-5.023152,3.545984,8.761893,6.609075
3.587124,0.024115,2.627451,-9.671249
-7.519733,-10.102732,-11.556438,-15.380074
-58.702107,0.985148,3.414655,10.591923
-14.488032,-2.054266,1.276531,-3.868762
-0.747744,-1.680686,-1.701444,-19.296978
-51.883461,11.204997,-42.530650,7.358235
-1522.091506,198.807788,-8.748579,2.656857
-67.207226,-4.670661,1.040515,-12.914883
18.626516,-12.255318,11.430608,-17.520178
-23.773907,26.039996,5.904913,24.450178
13.527720,8.259089,0.574972,0.727462
-3.429896,2.576731,-7.641704,-8.959146
-44.538689,19.121758,-8.754737,19.377562
-0.291482,28.106280,-7.013243,-28.433228
-493.824542,-3.120468,-19.945140,2.169573
-37.894321,0.891720,-31.035790,-11.932698
-1.409331,-17.189702,-15.103086,-10.377421
5.869463,-23.298691,8.201022,-10.602995
-1.527306,-359.810559,-35.053412,3.517267
-22.354033,18.898974,26.222147,-19.155549
-21.077315,3.257923,9.244785,6.835606
5.178498,-0.582594,18.185466,-1.285115
0.418958,66.946601,-3.579205,3.668856
76.173365,-64.099501,8.104405,-13.941278
-0.095625,-9.173684,14.625068,13.555535
-68.590962,18.841165,-0.082001,0.594095
-207.072613,15.456082,-0.055765,1.886765
-1.812069,-2.622143,-14.873570,18.672881
-12.459162,41.986507,17.102477,-6.740984
-12.250910,-66.110111,-34.757217,-11.131042
42.528523,-19.813668,-7.965271,-20.755546
78825.995797,2.438582,0.179481,12.392048
9493.072553,-8.218054,-29.412339,1.849959
31.240536,8.879662,8.172794,24.689242
-248.302313,18.539883,-17.530998,3.700927
1.080817,-7.919061,-2.703907,16.122008
0.454308,-48.506834,-2.185747,4.416417
-71.499512,6.419245,-9.636030,-2.026940
72.865183,3.497636,-13.341254,-8.431624
-12.882310,72.736586,-11.976201,13.540291
8404.390726,-0.175372,86.906181,-22.669847
-912873.878412,-24.089552,3.352066,8.899278
-47.163613,-268.552803,12.624360,-0.510359
-7.783755,-5.427457,19.467391,-12.770877
-134.646871,1.484987,15.757296,3.126400
-15.501047,-0.748786,0.801271,8.472465
-65.949198,3.826518,-1.981859,28.244426
-42.115522,89.586347,8.468947,5.983698
-100.684623,2.097418,-9.327525,9.933029
3.119170,-72.404076,-1.532570,-1.280876
0.327784,6.414799,-11.582653,-37.681991
0.140420,9.133906,-12.891426,5.692156
12.513007,7.327136,14.421402,-21.007712
2963.268568,-14.214739,9.933453,-8.946167
-0.723866,86.453916,-2.639716,-11.324097
-139.514799,-8.126541,-20.805434,8.912957
-109.729691,6.438288,17.481848,5.442738
18.610859,-0.727044,1.754463,7.134260
-12.193196,-35.344826,3.809361,14.528029
6.591649,-0.361477,13.970747,12.706581
-128.179332,-2.588384,45.404391,-14.698246
-11.117705,-14.552439,10.594565,22.786560
-6.829737,-373.395226,-6.501585,-5.891455
-26.341054,8.978762,-0.361317,15.332456
-8.048935,54.974598,-2.380645,5.152127
0.684876,46.834854,9.556257,10.001706
8.913546,-68.053254,-98.129350,2.412470
5.061906,-5.315791,2.772243,7.837709
0.311160,-17.151082,-16.079529,-34.382721
168.729419,2.478222,20.519665,-7.357952
2.448191,-290.689855,-1.210093,-2.799056
-67.860866,10.502589,25.863037,-0.564993
0.135799,1295.301584,-2.635197,11.397805
8.043276,-11.204278,18.774936,5.558440
21.493216,31.999179,-3.891729,-5.158437
2.242630,24.815423,-181.386320,-2.359258
-4.353202,-9.878857,-9.301116,-33.844833
1.746471,4.752116,-23.546677,1.583081
-54.779925,7.439208,4.400089,-19.769520
-5.831187,-19.202893,-8.721444,-48.154356
7.394379,47.791683,5.442202,-0.484533
47.029443,1.552751,6.790011,3.622821
10.426746,9.125070,-10.861315,25.326156
0.069105,19.733842,-19.387658,-6.940379
3.004454,-6.065643,-5.320067,-40.535896
-12.772379,0.586118,6.469225,3.720440
-11.487539,-25.602985,-1.756843,11.270815
105.068701,-67.024112,-17.499633,11.873863
13174.928689,-2.680384,-43.163524,7.042294
-8.439196,7.722140,60.133220,19.738120
-18.745512,13.647492,6.434127,-4.845614
-6637.718941,15.453621,-4.717215,-4.431553
19.867797,-18.166755,1.495097,0.008261
6.737870,-27.713625,5.722105,-13.881189
-213.302080,5.583986,-17.306296,2.944088
447.740464,-22.097372,1.042133,-9.998031
-0.523194,-43.867603,-24.174831,-1.619357
1571.768913,8.886825,-0.043093,-4.932488
-13.390685,-11.292314,-6.394906,-9.759777
-57.460671,177.635692,-2.581749,-1.863322
-191.048300,5.005839,6.112991,-21.517126
5.804815,-9.947718,-0.251450,1.001655
-6.241875,-1.902184,13.149445,9.714309
-13.579342,-18.396207,27.552744,-9.966560
-72.328438,-23.833669,50.057750,3.575954
8.046752,3.989218,20.508825,-1.817974
-1.736311,7419.430149,-8.881894,0.606548
2.631004,-6.967918,18.393808,15.120532
-4.556358,-43.179539,1.617423,-9.893412
-5534.332436,-23.417392,-34.162997,-31.249868
-18.112172,17.306704,31.561632,23.749440
-9.188456,4.564441,0.683780,18.503060
96.491088,-7.324806,11.307126,-1.934509
-9.771479,-2.724720,-11.372337,-27.512927
40.217803,-29.361053,6.301896,5.078207
3.173276,21.830632,-24.179009,12.371794
-10.124705,3.922756,-14.443575,-6.520370
-37.085540,67.605240,23.198558,-3.622988
0.136609,-6.273156,12.166540,-3.590108
-38.165445,19.305294,21.594709,3.559601
-218.154885,45.787753,-9.439100,-11.245549
-211.676591,-0.710202,14.346759,5.037895
-11.577553,-122.831721,5.984279,-0.897090
-3.281813,-1.722096,1.460064,-15.202885
3.776627,-21.932235,-60.115673,-14.463027
21.103036,24.442686,16.696756,-22.961867
36.853254,1.938201,4.447513,-7.068102
-3.451113,-49.490274,-9.019366,34.065904
1.786071,-3.876717,-3.696984,-5.867547
-0.274185,-81.022722,4.320373,-12.982870
0.121139,-2.384685,5.392197,-9.660724
-895.909580,-2.505215,-15.495847,-8.070555
27.091582,-19.698679,3.614421,-3.007598
-185.566396,-18.318987,6.863006,9.782268
6.826517,7.595556,-19.497538,15.364870
-138.828397,-122.571921,17.285790,-35.804476
-16129.524223,5.508297,36.062196,1.211665
3.692966,702.708568,18.159340,6.855469
-0.442711,-31.864950,10.000882,24.498432
-89.691381,18.461652,7.584021,-21.602066
-86.212051,-24.339333,65.860175,-24.735648
0.881507,2.952797,6.860652,-1.268943
6.892071,329.170097,-3.894793,0.701855
2.153287,6.436337,-1.268227,5.745618
0.621760,-6.595394,-2.825936,-4.430033
52.410871,61.783277,-2.497198,9.377102
-2.429634,-17.529663,5.279223,-14.167622
74.679455,13.302718,-11.052318,8.226061
56.320784,138.462143,-27.247674,-14.581015
-1228.514826,-17.995593,11.797940,-4.097421
-45912.727324,1.373775,-11.866114,-1.584167
-294.861825,-17.646757,9.513342,13.750110
266.629822,2.264355,-8.175612,15.027593
-169.119339,0.091375,-4.390591,-14.581042
-137.371923,1.179796,7.324133,4.390171
-0.148984,-226.972899,17.350535,-0.806690
82.899254,18.254362,3.002774,10.814006
-12.195176,122.587310,-13.486814,-6.686965
7.218704,-0.824298,-5.973294,12.207024
-52.098106,-149.380666,-4.973842,-0.426325
5.326781,8.315447,-7.434257,6.338812
0.893040,14.319680,-5.531989,-9.048056
-0.952537,3.364711,-3.329608,-1.098315
5.281173,9.076371,3.445343,11.862223
-118.291587,-42.252080,4.776357,4.391364
0.539403,-2.567983,9.594136,3.614559
-57.947339,-14.699672,17.576944,-13.052751
-17.728989,7.315414,-17.343017,-8.744382
3912.743133,10.513277,-31.196423,9.994579
-7.552442,-5.270748,-9.449543,0.424699
10.567018,-15.261544,6.706118,2.942287
0.379780,13.709120,-12.747360,22.916469
-7590.683596,0.863584,12.137672,-11.615814
11.782727,3.060225,1.671007,-5.548456
-276.183645,140.649140,5.815381,3.984042
0.775794,-8.237651,-6.881312,-24.561855
-4.275827,-9.014368,0.011273,-17.868997
7829.110532,414.530121,0.439066,-15.727277
-33.583047,9.142621,-18.093534,3.745427
20.685351,-205.428039,-12.145874,18.872973
-3.534476,-58.789105,1.007462,-2.980474
2.043953,95.491121,-14.714015,5.821068
5.758407,15.977391,-1.982866,8.938207
9.709421,-1.627426,11.246435,14.812687
7386.999340,1.860463,-23.278143,1.618314
14.093052,-7.581163,10.988753,-1.661091
2.666777,13.219356,-10.149502,-0.969605
45.809980,10.691476,-25.278860,-3.310465
-24.702824,-8.756715,23.284321,32.543035
3.076411,-7.339989,-11.447693,25.486255
-41862.760949,-0.410866,-10.259467,-31.422754
-5.320926,9.165951,0.717529,5.636796
31.442052,-50.621922,-19.736011,13.695112
994.712391,-182.531344,-16.315691,6.942329
-6.867667,6.306920,48.703934,-6.132895
-0.605279,18.158536,42.249155,-6.912522
-32.436843,2.451828,14.699244,-8.274479
20.220611,14.994878,0.592324,14.538218
-75.573663,17.800974,9.718391,24.144603
-2753.423402,2085.275136,13.760158,-17.784805
-61.346525,76.138679,-1.068711,9.413921
1.095786,59.556309,-18.912451,-21.816225
9.674273,-1.750025,-18.489869,14.044913
-125.573949,2.952778,-1.946529,-6.776775
-1.798354,-2.978119,-8.010487,30.236868
256267.528357,3.726714,-4.985261,-12.895709
3.116249,-2.758851,15.266073,8.981485
-33.975219,-20.180732,2.563408,-3.817209
1.185396,-44.676119,7.872635,-22.463076
-53.801789,41.170675,5.089224,-0.654384
768.283533,-40.094789,31.958464,-20.165557
-43.432799,-10.381058,-13.056730,39.562945
1192.878132,10.425449,236.127113,-11.728752
-13.333639,-4.938679,-11.531301,8.673313
-106.382974,-9.230587,-1.446624,6.533359
3.537699,-23.531396,12.915426,0.677587
-10.682476,1968.352830,-11.255666,-2.009482
8.485781,-20.711664,-1.822029,20.813725
-57.437320,60.938306,-17.817371,-14.057268
12.226286,0.716165,-0.607521,-0.580973
-3063.797927,45.282831,19.779720,4.313944
-9.424473,-18.785367,36.444249,13.798952
-352.556909,-832.107211,16.559620,18.801936
-19.388330,-18.301420,-12.208398,0.225035
-0.488510,0.350159,-3.388713,-6.446033
23.586908,7.036711,-23.924932,7.503454
110.319667,0.319299,-18.852336,-12.972227
1.077345,0.171583,-6.192169,-21.824933
-16.854638,2.154278,-3.268974,-22.759899
-1.933900,11.912532,-269.630801,-14.240711
-3.308770,-17.960101,-5.127058,-3.517962
-10.843794,-13.193046,230.045064,-2.854176
2.471983,-15.710853,1.270206,-15.686074
70.963422,-4.636760,-6.026915,-9.945710
-2103.194461,-9.900597,-14.059430,6.231841
26.974683,8.786885,10.389493,-3.526132
14.421286,29.427530,-1.412775,-20.831673
-3.960923,-89.899397,14.273442,-11.704412
-1.483003,9.291196,14.171446,4.425702
108.553525,8.128927,-17.732579,-14.992078
-4.113101,-8.804349,5.320603,-3.371426
-1.022623,5.463976,0.115555,9.705073
0.386139,29.104180,21.160761,-35.842902
0.569765,1.517128,-10.284831,-2.039658
-3237.408851,-10.074204,-7.364383,-5.537304
-1.186778,-0.981038,3.475440,4.314667
-5803.867570,-82.227564,11.494388,20.516064
1.046112,3.316890,4.422610,-20.011914
-12.988198,23.945689,-0.443842,12.251094
2.369520,-22.729792,2.819079,-14.109080
314.696034,19.006881,8.025266,-4.630246
135.722523,9.168774,-19.433281,10.189393
-2.948733,16.606210,-0.665394,15.358266
6.827397,-9.201056,-12.630991,1.668417
283.661059,9.718347,-7.988708,26.975877
-14.015897,-1.102179,-7.898145,19.941406
20.645976,-7.126686,-2.423305,12.193361
-31.685666,29.838864,-6.754196,-11.689867
-0.994060,29.556501,11.865037,-13.131637
3.928110,-5.158442,-4.552001,-30.110019
-0.732831,7.868744,-17.411208,-5.479110
8.424663,-2.695817,0.767017,-10.748982
-23.548831,-10.280520,17.822751,7.685919
38.848123,-35.740617,-19.672779,15.850593
0.181004,8.410822,-11.497866,1.876968
15.840598,-1.973899,-10.974525,-25.779489
-197.815490,-16.744050,31.892225,10.109176
9.714490,16.178660,-25.856739,-9.689544
9.848196,-23.886594,24.540607,-7.057891
-0.457952,-18.518351,-33.173272,-9.449747
96.005648,-13.403777,15.188353,-45.164179
9.223315,-18.936055,7.517471,-16.464698
0.764971,-75.885990,-53.017189,-4.020137
-10.385583,5.027756,26.128128,6.324966
295.002240,-5.821991,4.750451,8.771973
-0.948562,-5.369103,6.989639,-19.099194
-14584.221836,60.518836,0.591623,32.871348
0.936681,3.902404,-4.842257,25.666670
68.570512,-3.614413,22.987731,-13.223905
-4.304658,-10.355686,2.726549,17.179155
9.496101,-64.155293,-17.679396,-7.149067
-0.493764,-23.940312,0.407012,1.659105
-98.691977,-130.247518,-1.931250,4.906090
5906.440350,-2.056832,-11.983592,2.980981
12.268592,-0.829552,3.024729,7.447503
-0.125674,9.971255,-3.380739,-18.092725
2.097025,10.008909,16.785587,-16.437767
-5.892116,-60.511610,-18.143998,12.372095
-4.767485,13.964819,-19.624638,23.235307
0.622652,8.117151,6.692195,-2.470952
8.236523,2.539054,28.528204,-17.335812
-3.733900,17.400281,-14.746581,-3.409049
321.854304,-2.213733,2.789185,9.361705
-2.555075,-0.291217,-14.717001,45.538024
-27.495288,9.252665,2.447146,1.774443
1.143775,24.172760,12.624053,17.088041
-756.741892,-9.188603,17.224863,14.340143
3.095116,-6.805626,-18.551285,-25.325212
-25.059459,85.888011,5.541064,3.725537
-0.222824,2.670572,-10.672001,5.771287
-5.272683,-10.692179,22.432246,18.899082
83.786573,-14.748726,-12.723363,0.132724
-4783.250583,26.088892,-2.563709,-29.024556
-26.699414,-5.343858,44.957701,-27.865594
0.366510,-14.782506,5.212077,18.791282
18.868069,24.916940,-13.258409,-15.168941
-79.691792,148.729036,6.141733,13.274478
-0.081712,-3.444253,-25.113266,-5.864387
-241.414485,0.828920,39.980427,-12.106680
0.587412,-8.773448,-11.451796,10.865087
-5492.976251,4.089926,-4.823421,-15.415955
58.422536,-3.155403,13.780350,24.404188
-58.666676,-8.969546,-8.639928,4.638621
0.574171,11.899919,2.421040,11.196437
2.481703,7.960018,-2.668959,-8.619073
-79.321066,-9.781644,11.508630,9.272013
1.683660,26.947138,-41.540361,4.505951
-0.866906,-18.992886,15.684479,4.735726
30.156518,-4.193779,-13.281394,-2.795299
66.171043,1.339303,-3.858182,-42.127803
9.872503,0.115246,-0.430914,9.843954
-8497.566425,-8.001992,-7.587685,4.466732
120.207463,-10.411018,-14.485638,-2.832810
1.076926,-8.479619,-7.736858,3.352584
-304.289935,30.082738,-24.186212,8.843468
24.640525,-2.399552,-9.896944,21.632604
-58.351638,20.279955,-5.779757,-16.974532
173.414932,-8.246734,17.494881,5.795752
46.729838,21.498407,-33.875927,23.683283
877.950001,-3.331060,2.845551,-8.179319
-5.472452,2.503469,1.924530,-1.214524
-0.116824,15.197437,-20.530681,29.513090
14.168249,-3.953927,4.014886,-4.709208
103.970333,-9.898859,8.925179,11.222043
-3727.440861,5.749452,8.101426,-16.460754
72.450506,28.743725,-1.453392,15.791042
-12.958587,-19.984800,17.455766,-13.322838
-23.876426,23.722696,-1.091965,-13.649338
1.638661,22.082070,-6.185269,2.966720
6.450621,15.225130,5.437250,-26.332515
1907.749824,35.078495,-12.232348,0.826193
9.022906,-57.173490,13.537439,24.922270
64.557603,-26.350361,3.449838,-5.584494
-1.809056,-3.329150,-35.832612,7.262438
-727.198190,-19.385964,1.839347,11.648272
6.170504,0.792289,9.811981,-14.388283
4.077304,17.809065,7.899528,6.769812
-88005.891597,-2.494871,-15.774588,16.286017
30.469889,2.890690,-66.004319,-23.146835
-5.938401,-2.295591,-15.923713,11.600492
31.174942,-7.811301,3.464563,2.724125
2.344630,12.197371,2.102413,-18.456478
2.044247,-99.400286,-31.305714,14.862787
-28.923647,11.181424,-20.312665,4.224477
-0.685605,0.512843,-4.407832,15.281424
-724.768056,17.859378,1.081521,12.822653
-6.117718,-72.448164,6.838226,8.467797
2.577245,-7.079850,2.949415,-2.891267
-189.700233,-4.000340,3.513277,1.486556
-15.244216,-0.450977,-10.035078,9.812544
0.789506,69.899154,12.250250,3.598892
150.616502,-2.971782,-1.115816,-1.501807
11287.896543,-18.192789,0.836424,3.678426
-2.067753,-2.405672,-29.255635,23.909161
-48.431937,7.189580,-1.926275,6.676108
93.418330,-4.148443,25.212703,9.099802
11.505718,-9.472378,2.597394,4.878256
-15.458945,-21.958922,-15.496531,1.555330
-0.145390,170.039636,-3.397706,-25.796653
-1.018547,6.845823,22.337856,-32.217106
22.403435,-1.159824,0.685219,-27.099859
34.101470,-46.881626,27.673412,-0.187648
38.796062,-7.959248,-19.413056,-31.111303
10172.237741,10.773931,5.880845,19.583077
164073.528509,-6.906441,7.348108,-2.135047
-6.808435,0.755691,-6.632609,-20.162402
-4.097772,-13.283782,12.862045,15.719813
92.897781,3.020991,22.384750,5.356270
-0.107142,-366.624158,9.033056,21.740942
5.553081,11.470198,-0.612810,8.784567
-11.188947,3.564042,-11.154364,2.861992
-1.554948,46.933475,14.783204,-17.404739
-19.830404,-0.421916,-7.631014,2.612862
4.969344,17.983268,-7.951032,11.250796
-31.552559,-21.013360,1.236957,7.766978
-0.896788,-4.437853,5.257993,-20.058245
0.684422,94.712403,-12.590700,3.037099
-57504.504387,0.926449,12.902808,-13.766568
-6321.848572,1.675619,-2.988933,-12.431783
-10.445499,23.773917,-17.422819,1.411255
-6.122313,5.612663,-0.804820,4.138771
-4.263974,-20.087064,0.517916,3.440071
-13.484217,-4.640975,4.632455,-12.114634
-8.598781,-5.760671,-23.446538,-11.014322
-6.367072,-70.502916,-11.835346,-7.193841
-6040.634899,-2.633096,2.636393,7.827485
347.084204,-5.139739,4.912200,-6.948256
30.868534,0.055318,5.066294,-3.310132
111.832207,-15.197709,16.432059,-18.261716
2.924429,-23.589840,-8.895744,13.356904
-14.235384,-3.793881,-21.027460,4.655506
1.398482,43.542227,-12.692394,11.936203
2.024672,6.788263,-26.303874,23.467471
-13.583134,80.433231,15.396710,10.445247
2.373369,-35.776934,11.455490,-4.234769
-24.280176,-5.396495,3.421425,-0.848818
2816.465741,7.746738,30.487202,-22.374929
-17.970163,-63.343808,5.301049,25.393085
-1.143255,14.897265,-5.307115,21.636310
