(alpha=0.10 x ell=0.10),(alpha=0.10 x ell=1.00),(alpha=0.10 x ell=10.00),(alpha=0.20 x ell=0.10),(alpha=0.20 x ell=1.00),(alpha=0.20 x ell=10.00),(alpha=0.30 x ell=0.10),(alpha=0.30 x ell=1.00),(alpha=0.30 x ell=10.00),(alpha=0.40 x ell=0.10),(alpha=0.40 x ell=1.00),(alpha=0.40 x ell=10.00),(alpha=0.50 x ell=0.10),(alpha=0.50 x ell=1.00),(alpha=0.50 x ell=10.00),(alpha=0.60 x ell=0.10),(alpha=0.60 x ell=1.00),(alpha=0.60 x ell=10.00),(alpha=0.70 x ell=0.10),(alpha=0.70 x ell=1.00),(alpha=0.70 x ell=10.00),(alpha=0.80 x ell=0.10),(alpha=0.80 x ell=1.00),(alpha=0.80 x ell=10.00),(alpha=0.90 x ell=0.10),(alpha=0.90 x ell=1.00),(alpha=0.90 x ell=10.00),(alpha=1.00 x ell=0.10),(alpha=1.00 x ell=1.00),(alpha=1.00 x ell=10.00),(alpha=1.10 x ell=0.10),(alpha=1.10 x ell=1.00),(alpha=1.10 x ell=10.00),(alpha=1.20 x ell=0.10),(alpha=1.20 x ell=1.00),(alpha=1.20 x ell=10.00),(alpha=1.30 x ell=0.10),(alpha=1.30 x ell=1.00),(alpha=1.30 x ell=10.00),(alpha=1.40 x ell=0.10),(alpha=1.40 x ell=1.00),(alpha=1.40 x ell=10.00),(alpha=1.50 x ell=0.10),(alpha=1.50 x ell=1.00),(alpha=1.50 x ell=10.00),(alpha=1.60 x ell=0.10),(alpha=1.60 x ell=1.00),(alpha=1.60 x ell=10.00),(alpha=1.70 x ell=0.10),(alpha=1.70 x ell=1.00),(alpha=1.70 x ell=10.00),(alpha=1.80 x ell=0.10),(alpha=1.80 x ell=1.00),(alpha=1.80 x ell=10.00),(alpha=1.90 x ell=0.10),(alpha=1.90 x ell=1.00),(alpha=1.90 x ell=10.00),(alpha=2.00 x ell=0.10),(alpha=2.00 x ell=1.00),(alpha=2.00 x ell=10.00)
240979967.203292,0.003068,130.190846,57.231376,15.754396,2.348620,0.031149,4.205010,11.207603,0.034351,144.262097,1.703705,0.008195,45.122023,71.410738,0.510228,458.282423,3.905410,0.073119,1.438021,0.030640,0.472750,0.143322,5.507539,0.419523,0.710210,5.772022,0.344035,5.018985,294.287937,0.514612,1.244608,19.818970,0.689526,0.827287,22.612037,0.144375,0.378827,13.150074,0.015789,0.783116,7.152483,0.143880,0.186076,10.921202,0.150180,0.953544,14.421652,0.176867,2.742871,10.522566,0.126865,2.726278,5.170280,0.300286,2.437729,16.578111,0.209173,0.587851,8.377779 
0.003409,0.001410,1.957230,0.001004,211.496659,0.004836,10.705328,0.076135,105.179311,172.599918,0.005785,0.408017,3.462270,0.569320,29934.331676,0.695628,0.381237,0.025574,11.024143,1.047022,228.317788,0.172842,1.545326,185.900363,0.742617,0.307829,24.662436,0.033893,1.491644,4.918696,0.193748,0.161495,4.024371,0.020683,0.146080,11.612759,0.223225,0.730517,0.799803,0.449643,0.394945,3.231979,0.042590,3.271023,16.687667,0.265362,1.750660,22.982799,0.080257,1.661366,10.222468,0.029885,1.875757,2.350980,0.026862,1.810853,2.798086,0.167226,0.051420,18.707225 
0.055528,36.291321,228.185415,198748.741388,146.617109,741881.886441,0.053674,0.113101,2.536460,0.026956,26.178219,812.765489,0.016790,34.900775,5.779281,0.022771,7.899795,99.368752,13.108365,0.521413,0.570853,0.057068,0.714945,69.609517,1.004330,1.174687,43.556687,0.286237,1.799269,40.916599,0.099327,0.756684,7.773601,0.118070,0.455459,909.192783,0.057288,1.744735,2.784369,0.088449,2.934622,2.529330,0.005844,0.591971,6.475692,0.191268,1.102704,12.462728,0.059694,0.878501,12.458558,0.073415,1.192266,12.901967,0.035800,1.386151,1.316177,0.033431,1.176037,3.959358 
5245.778000,0.000002,1586495.018828,0.000885,52.430992,19780.035469,0.011134,0.115686,969.145329,0.024190,0.067675,3.200946,0.008291,9.675523,198.317361,0.050564,18.572539,33.164108,1.012805,2.296229,7.695275,0.051436,0.650187,221.300666,0.023664,0.631034,8.447066,0.026076,14.769116,44.621021,0.041059,0.120264,2694.920138,0.038025,0.356005,19.102951,0.079104,0.146351,10.920320,0.219625,7.367960,27.781380,0.399935,0.964836,9.308819,0.193358,1.138812,17.485945,0.027126,0.597041,1.466166,0.013486,0.021497,4.315604,0.247443,1.749704,2.636037,0.045981,0.227877,4.469260 
121884803.620106,144940664921.878174,166.666025,0.001927,0.267881,6541.186941,357.703819,81.052286,9087.287414,2.287737,34.957641,2.983182,0.015821,4.058192,19.196161,0.003350,8.094919,4.033278,0.023650,8.498447,5.366007,30.943061,0.321507,8.512541,0.011721,0.882511,15.341809,0.183743,0.284650,3.175983,0.131025,0.226723,14.837340,0.002162,2.570163,4.221503,0.213145,0.694313,5.144454,0.048028,1.009312,42.127676,0.234368,2.189828,20.422144,0.060765,0.650347,17.273959,0.033277,0.111653,9.412369,0.102131,0.431914,2.449710,0.247404,1.458512,4.880761,0.164198,0.971517,0.726311 
0.000557,0.014391,344323.428545,0.389954,0.014182,0.004236,0.031648,43.765762,69.448467,0.189391,2580.458121,15.253426,0.087646,0.548498,155.468850,0.077286,97.197429,1.384774,0.131213,0.004432,108.931399,0.113940,0.991877,21.241408,0.050564,0.219173,11.507080,0.561892,0.138847,25.385205,0.295508,2.956170,4.980346,0.389941,0.866628,4.088553,0.171808,0.650309,8.256284,0.448661,0.408816,12.132386,0.048254,3.603248,10.634754,0.048076,1.506240,10.838453,0.107941,1.180802,9.592866,0.042638,0.920826,15.589803,0.246251,3.175150,9.950136,0.040164,1.040878,8.157929 
1.360053,0.041893,54635788.277930,0.008626,9.176532,223.019506,0.097332,21420961.010776,19373.500241,0.002800,3359.368511,902592620.645249,0.134987,3.411149,60.054277,0.156134,1.977721,40.933939,0.092729,0.677821,22.804510,0.397017,7.929136,21.589401,0.051406,0.485108,8.116135,0.247515,1.246959,46.548885,0.072945,0.557559,12.494041,0.226801,1.369192,46.532898,0.039745,0.131503,16.533737,0.058922,0.236711,14.703585,0.027880,4.318847,13.854881,0.160581,0.147857,2.423604,0.131044,0.616128,2.107599,0.344300,0.000003,1.617787,0.140614,1.321471,4.129064,0.181176,3.007145,3.058865 
3.932969,3388394153884.267090,0.018262,0.114748,225926.599370,1.951304,0.004223,1.817765,1.689141,0.026639,3.560012,2.541095,0.866434,0.001137,0.170911,22.064600,0.085660,3.065826,0.091649,70.310453,24.292346,0.020164,1.835839,8.533186,0.003563,0.835522,8.532197,0.317991,1.314955,41.995621,0.079865,0.896184,9.508350,0.216865,0.022750,28.273022,0.036926,0.341383,7.683698,0.090199,0.048750,11.751501,0.015726,1.594035,6.788858,0.061982,0.764913,5.637659,0.107264,0.251178,43.449138,0.127575,0.084945,9.596417,0.007399,1.685147,5.500132,0.096390,3.453243,13.984303 
12545.099916,47436.202953,52.964688,0.001748,0.288063,3.837369,0.290589,1.619008,2.674279,1.029749,0.037079,571.729927,0.466273,451.137026,8.959223,0.025095,0.010248,0.581057,0.228462,0.702048,10.524292,0.010952,0.108906,1.581120,0.767950,0.206041,7.549000,0.007413,9.101136,6.097576,0.017744,1.109007,174.323603,0.786984,0.830284,3.209308,0.198812,1.132245,10.125732,0.073148,1.130486,7.987388,0.186620,0.524984,8.213280,0.061143,0.069835,29.272983,0.112812,1.817918,5.781902,0.119140,0.192191,5.167040,0.146738,2.468469,12.302672,0.151751,0.148562,45.025543 
0.000122,0.007930,8222269023853.023438,0.000018,0.009767,42.167186,0.003378,87.972290,3871.574578,0.002712,8.938129,8.445615,0.106380,0.904993,18.028172,0.214378,7.692911,2.172721,0.056622,55.622411,0.296239,1.807174,0.002152,2.950338,0.183015,0.460646,152.060294,0.018275,1.139942,24.176146,0.581723,0.650602,22.461204,0.040617,1.273887,5.983459,0.064992,0.023024,2.428960,0.724118,61.127602,8.608895,0.044307,0.197612,3.350340,0.178991,2.077179,9.806522,0.279855,0.685752,12.889280,0.248433,0.904894,0.728189,0.019918,2.274558,3.300838,0.063767,2.207974,38.644673 
0.085900,49.503262,0.000143,0.153736,10907.830233,551472307.446684,0.131918,13.918678,0.825994,0.315856,3818.692926,4.565499,0.020013,0.730146,61.321711,5.452830,3.590272,3.794649,0.348200,7.990888,1.410928,0.113849,0.609826,1.016536,0.096983,1.426472,4.175361,0.000240,1.255742,6.367637,0.162481,0.838894,0.168646,0.021881,1.284522,4.215722,0.470438,1.751245,36.318274,0.604759,4.113675,2.298236,0.216687,0.230917,1.297694,0.208081,1.186671,2.269607,0.043084,1.208606,45.034162,0.030395,4.185786,3.460533,0.073585,0.348335,8.928441,0.050760,0.851383,6.538484 
0.001334,5.884295,0.161430,8627.955160,1.318397,0.592710,3.160694,0.604116,0.603341,0.016914,0.056862,0.994657,0.016529,6.519345,1.338589,22.945156,14.588629,4.141784,0.042423,3.888012,0.412593,0.105418,1.633810,147.154568,0.134364,0.720990,10.963976,0.092360,0.112893,4.891227,0.044556,0.246075,85.349824,0.008493,0.692758,16.686538,0.018320,1.247829,132.234884,0.092380,1.182275,12.739606,0.031279,0.288185,7.659127,0.321658,0.715766,16.424429,0.196113,0.380096,3.624111,0.072528,1.661065,9.104768,0.053050,2.569176,8.851287,0.108342,0.244890,9.749563 
1.971678,144.705388,32.207699,0.000704,898960.923113,39.603151,0.000428,651.641170,26232.005756,0.894649,0.358248,1.228601,52.671014,1.888938,8.186422,0.562368,18.346036,5.730521,0.306798,6.777280,57.022982,0.028823,0.275013,7.459820,2.313341,1.633876,2.483558,11.165430,0.201985,95.621503,0.056932,0.070680,3.291274,0.041514,1.081414,5.809410,0.217052,0.744405,32.653614,0.108219,0.497557,19.928383,0.345260,0.792287,13.268265,0.006280,0.149689,8.243132,0.095065,1.392873,12.665280,0.174132,2.415254,6.709522,0.270104,1.243921,9.906892,0.288956,1.962841,11.890152 
0.008611,0.260092,13.502720,0.254289,44658.524705,18.603031,0.091527,0.548572,11.753286,6.841384,0.049303,2458.050961,0.159944,0.050567,17.022377,0.334192,0.487665,0.973293,1.596501,0.883664,15.988244,0.045274,3.077616,23.365058,0.168971,0.366900,7.488030,0.041398,1.118090,22.695167,0.049848,12.873518,25.938137,0.100240,0.252701,10.361142,0.123199,0.752480,3.645689,0.096936,3.178928,3.104141,0.065009,0.625836,10.862910,0.135463,0.478160,23.091666,0.174944,0.977203,1.334651,0.182168,0.581330,5.471107,0.112258,0.263507,44.249230,0.001655,0.426913,24.364963 
0.001643,3.545293,918877.615514,17.053359,240.805560,3055.519872,0.196192,3.933805,3622.094897,0.063257,0.638078,124.649142,0.231294,0.671364,0.551718,0.007850,16.688204,8905.628305,0.010507,28.912373,23.952729,0.244692,0.018052,5.017097,0.055646,0.215665,1.867994,0.758758,1.802232,7.179481,0.052461,1.454195,3.136441,0.112875,15.692390,17.565254,0.039896,0.029477,8.958554,0.110195,1.686595,8.307232,0.149487,0.063352,50.669859,0.045809,0.686952,17.157749,0.046792,0.301145,18.004181,0.151435,1.264918,11.970284,0.145603,1.509368,2.062813,0.183231,0.229445,17.137113 
52.722474,40393.066037,1.130514,0.000065,5.414080,1.164323,1.958722,0.617032,1.571739,21.090653,1.220970,18.648255,0.002761,0.298781,0.559715,0.070015,0.347244,0.138555,0.065773,100.659876,6.861999,1.955726,1.696023,63.992178,0.195950,4.304218,7.054372,0.178243,0.752604,30.457013,0.090889,39.317716,44.568638,0.190523,3.270278,4.018487,0.017269,1.504449,2.134328,0.199332,18.855990,7.450360,0.031174,1.370007,16.165054,0.037668,0.583252,0.249982,0.066396,3.057467,10.476365,0.050373,1.917184,11.820604,0.008073,0.277338,1.749620,0.286910,3.488655,2.901826 
15020055765.916330,0.728350,0.000312,0.013650,0.109206,118.965273,0.003949,0.615836,11224.481475,0.588873,1.247334,19.486737,0.192276,0.578334,0.962679,0.472802,1.611482,1.646753,0.014989,0.454223,179.910902,0.091718,0.072866,14.491346,0.160402,1.046166,32.121405,0.060553,0.325037,18.507237,0.029828,3.820569,16.397185,0.244674,1.424553,21.091308,0.265348,0.277966,22.853850,0.039150,0.648814,4.690261,0.072872,3.229819,5.051480,0.122730,3.391381,10.031980,0.167977,2.067619,8.968997,0.189887,0.326775,6.502179,0.187886,1.625012,8.432232,0.086464,2.118212,26.004653 
177377.128358,3121277.206731,20249076012.804249,7400.235112,0.002925,0.322038,0.047460,0.009233,0.087911,38.077533,0.361036,11.122437,0.077807,0.500921,210.078437,0.009888,1.027270,964.720072,0.018077,0.849297,81.817071,0.022635,5.435337,5.538589,0.011755,0.139227,26.054308,0.182171,1.700392,10.386995,0.005838,0.075124,5.714852,0.042161,0.913202,18.663046,0.006841,0.180021,17.610487,0.089506,0.162991,10.582900,0.003347,1.500179,2.847720,0.001949,0.390046,5.722064,0.085594,0.725655,4.001519,0.011281,1.707349,12.054012,0.065239,0.686731,12.092317,0.098574,1.008743,16.123856 
0.048342,525.801991,146730171.235515,0.083700,2.011249,138651.553700,13.660081,0.301488,0.487685,1.503079,0.315628,108.418140,0.023147,1.922140,1.444524,0.083390,2.434317,84.107628,0.055632,0.425231,2.660180,0.622123,19.664140,84.909168,0.068837,0.751485,7.857328,0.240073,3.702360,19.463924,0.372196,0.398719,1.609231,0.262505,0.324339,6.404827,0.186984,1.173478,25.112796,0.087188,2.843423,9.211779,0.072327,2.269831,10.979483,0.243357,1.228315,7.373962,0.120784,0.230985,18.922287,0.138875,0.441265,2.869512,0.069974,1.507476,13.440446,0.156729,2.029839,11.863074 
0.000074,162450.075822,0.001322,15655853.654542,36758885.824656,651.477288,4.494824,0.957075,89.094943,0.184215,0.100507,143.051620,0.069158,149.699591,0.497810,1.040217,0.125064,59.605621,0.250517,1.263716,0.148214,0.021325,1.477098,2.179741,1.813851,0.735384,0.297779,0.075157,0.774312,78.844988,0.253692,0.014283,15.420074,0.212036,1.321879,25.832925,0.153601,1.356630,5.159818,0.035820,0.763283,3.223328,0.005649,3.461199,26.014426,0.021666,0.766513,5.334934,0.104318,2.734508,1.790601,0.136439,2.655179,2.623217,0.034451,0.509590,2.260600,0.014597,3.080066,1.291324 
0.000022,109.690220,189938024999.980011,115.991701,209593.504867,12.381565,0.059998,1.289752,0.076621,0.002269,2.265448,139.613824,0.028101,0.901027,192.260867,0.809143,1.241183,18.005451,0.006962,39.199063,169.093921,0.213082,0.656943,11.352653,0.005520,0.149417,2.699964,0.194559,2.408441,1.894125,0.090104,5.327703,14.106273,0.062252,1.372614,23.765581,0.079968,0.128345,0.735009,0.385347,0.182328,2.741189,0.002940,0.869693,30.558651,0.072987,0.222216,9.998764,0.038361,1.195865,21.957194,0.081393,2.659781,12.894953,0.221409,0.890746,19.191854,0.185747,0.664168,3.905242 
0.000000,0.000004,0.043017,20788.212957,12954.583059,327785473.204983,4.069005,0.115683,0.280494,89.922512,2.073284,1.435419,2.214455,149.905246,2.377152,0.530048,2.175841,825.856797,1.138031,0.498170,10.726503,0.321806,1.688086,0.916998,0.008943,8.745106,4.843114,0.012043,1.854583,24.356145,0.411763,116.246278,21.185661,0.019850,4.021860,7.639183,0.077956,1.196944,19.470197,0.098277,0.084636,3.049471,0.063844,1.642358,14.190818,0.550567,0.416969,15.565166,0.223040,1.293671,16.602677,0.092902,0.986528,3.155718,0.676430,1.569776,2.539948,0.112257,3.310559,3.801894 
1811.499971,53609.840127,0.608010,3.615720,0.009036,709.284998,7.202257,108038.191140,0.107141,0.837053,10.506632,998.921924,1.665989,0.271185,6.459559,0.516787,1.475179,32.339327,0.025634,10.709315,1.868766,0.296586,0.449903,4.155339,0.147477,0.312603,5.193433,0.025404,4.300212,20.743701,1.524334,1.767803,0.752345,0.272558,17.803471,8.373575,0.089296,1.375363,22.558831,0.083068,0.374160,5.259806,0.112524,1.619853,96.032759,0.262563,5.660254,10.673332,0.395672,0.451017,14.413816,0.072893,0.938357,9.846096,0.123034,2.992174,1.846984,0.085192,4.699632,11.014779 
152477101809.706482,149984828461.503845,0.212857,0.290611,0.027423,70.182891,0.004117,6.814055,174.805211,1.547784,3278.323271,4499.444685,0.078674,36.005118,5.357060,0.037080,0.441391,3.030316,1.777498,3.580914,8.645422,0.054183,4.738398,43.419280,0.018759,0.702165,6.500649,0.197679,1.963307,6.787445,0.059340,2.596278,7.818514,0.168298,9.145006,3.901909,0.048649,0.967357,11.491463,0.136181,0.023766,2.442269,0.215483,1.817515,6.682766,0.249956,3.321492,1.169481,0.297579,0.156033,0.534142,0.014744,0.722705,5.415040,0.122042,1.335234,22.879636,0.028653,1.391997,22.778799 
0.000011,0.006892,1.675731,0.027321,3.798268,7.789019,0.000344,0.798254,0.059107,0.013773,44.302781,4.424488,0.032263,0.255833,0.557550,0.947587,0.138263,1.067867,0.026992,1.013629,2.546299,0.635883,0.773350,9.295567,0.515270,0.309362,11.793895,0.047300,0.011518,3.629367,0.054878,0.229986,10.631882,0.208644,0.270244,36.693406,0.078916,0.392866,0.728055,0.134317,0.114490,5.856583,0.132187,0.590329,11.103185,0.349388,0.809215,2.307567,0.024901,3.934861,0.438013,0.056639,2.627061,2.557158,0.139263,2.540857,20.770905,0.034333,0.392146,1.191949 
599298.247125,56.942173,11460.975707,0.013588,65.681301,2.758836,1154.949189,0.153398,0.386640,0.023228,61.161133,0.717778,0.030262,0.131699,100.235187,0.287106,1.204396,3.013666,0.009937,1.135742,4.642307,0.330337,0.143597,37.367763,0.149173,0.380052,10.872996,0.234631,1.060135,1.885844,0.059258,1.313915,5.539458,0.099485,0.881386,5.698527,0.101767,3.332757,21.427751,0.066111,0.914946,5.278939,0.141780,0.036821,4.852858,0.205049,0.967072,4.630645,0.094855,0.306357,17.456640,0.237708,0.885391,6.970723,0.105429,1.472399,3.622463,0.062142,1.194710,5.048878 
0.013109,0.094086,57.624518,20.667957,30.916034,880.449171,0.746793,0.016880,8.611558,0.834174,0.193510,2.561227,0.264462,0.376106,123.124726,0.297249,0.159501,7.629747,2.095364,4.157793,1.960424,0.162299,1.686966,23.809817,0.033566,2.822258,32.685843,0.100130,3.542697,46.282822,0.014001,1.078077,9.484604,0.635598,0.027532,18.755768,0.100031,0.670126,36.638628,0.054338,0.551464,18.289885,0.200621,0.439536,0.241647,0.039192,0.359470,6.096098,0.069063,1.414206,44.697029,0.256119,1.750358,3.004357,0.097181,0.330519,2.106533,0.123559,1.637847,4.730526 
16.621606,0.000214,0.141732,0.394142,3074.577057,12.985358,3.653661,0.008961,5606.243891,2.304515,1.304984,37.212174,0.739132,1.494070,220.557850,0.195321,0.658997,6.473111,0.201154,0.076219,45.285619,0.134950,0.786392,68.974629,0.138908,1.861640,0.433764,0.161303,0.470006,58.491617,1.107265,0.260295,21.763226,0.011363,1.584093,0.353983,0.247220,0.763379,9.473008,0.022339,1.145262,18.238058,0.009943,1.276023,3.316037,0.018722,1.026919,134.834493,0.081054,4.192933,21.172067,0.028584,0.798608,9.095273,0.003501,1.231423,13.928782,0.168073,1.899537,6.927343 
494294211.219871,0.217808,28.879139,0.051482,507.826512,1622.722543,0.023588,40.206259,25727.785029,16.233389,0.098250,8595.270832,0.312323,16.191473,491.609878,0.032112,2.326723,18.220987,0.047154,4.970747,17.427946,0.001048,1.289210,18.829157,0.020942,15.624745,52.254361,0.030024,0.460325,33.424796,0.716719,0.465074,11.365117,0.062147,0.249228,208.518370,0.010317,0.294892,5.846196,0.138569,0.094906,73.171741,0.115079,0.456201,7.039765,0.040000,0.735712,57.555510,0.004730,0.199111,15.539924,0.052672,0.469240,5.342574,0.107749,1.162944,12.287300,0.179550,0.938311,0.565533 
0.675595,0.000000,0.037687,248.001897,0.000440,9107.305866,0.019269,0.026490,1.699867,9.694082,4.883977,425.154149,8.681178,10.277081,0.018254,0.003125,12.693343,9.961701,7.618318,0.047387,13.119426,0.011607,1.331951,16.495485,0.065424,0.384670,7.089369,0.017069,0.536593,14.553025,0.096739,0.485088,0.355394,0.012107,0.484534,6.585518,0.073029,0.303292,26.591938,0.018693,0.685554,9.063813,0.034779,1.561040,4.320646,0.121041,0.203394,5.165136,0.045911,0.507485,19.675518,0.038042,0.354110,1.697498,0.026359,1.021607,3.565515,0.103771,1.705264,14.586373 
0.000550,0.000342,1174638.039296,9280401.086333,116.712472,313427.984070,53.455607,4777.290113,1210.861209,0.150443,6.761169,0.129317,0.005100,20.090121,0.629113,0.015482,0.383822,7.245508,2.225139,0.048312,16.025279,0.167786,2.474993,259.536758,3.737501,6.331503,6.108930,0.163351,0.630699,4.062335,0.001942,0.854185,6.731557,0.008835,2.811131,9.206386,0.003188,1.071794,4.602945,0.160318,0.564088,5.615621,0.044109,1.931777,7.314899,0.037971,2.966427,14.465455,0.495030,1.483538,5.369284,0.078697,1.405832,22.647106,0.141830,0.683338,15.708172,0.281496,0.559915,1.905251 
11.710033,26228.550747,523950345040.182922,0.732733,1.752686,6.787623,160086.347878,5.456933,3.340270,0.053373,0.521790,0.366001,15.512047,0.093434,26.197192,0.040871,0.539595,27.214981,0.050647,4.921839,6.477113,8.775375,0.474379,11.475664,0.009685,0.065272,29.167246,0.141863,2.003243,10.261194,0.146923,0.464088,5.917839,0.836640,3.010250,2.351934,0.062456,0.321230,8.003969,0.171484,0.353512,7.953408,0.041088,1.630868,20.519096,0.073086,0.012302,9.709106,0.245880,1.554708,2.834145,0.195569,1.625913,16.601993,0.057320,1.641380,12.866801,0.060515,0.367908,4.559754 
10.475827,628645.443361,2018810776.296759,0.013195,3461200.993977,223476166.614450,0.539418,0.493189,69.158348,0.336394,0.361992,16.493372,0.263544,324.307368,39.041021,0.041926,1095.209808,59.070670,0.408169,0.230363,4.161926,0.072399,1.138748,351.892859,0.013814,0.014480,8.821069,0.345260,0.477070,14.617968,0.139596,3.932147,0.552774,0.093211,1.081745,1.599139,0.140183,1.758834,9.121578,0.161979,0.135209,26.019256,0.030530,3.565625,12.700224,0.056560,1.217917,22.410513,0.046033,1.775219,27.165657,0.122866,0.517220,17.203186,0.163867,2.204265,11.223333,0.069246,1.038344,9.148698 
0.013575,503.025401,0.015018,0.002281,4399.352108,58.399342,0.968222,249.724647,17.785093,0.002203,93.042977,0.414191,0.014555,0.208118,19.496792,3.420485,0.995979,3.910228,0.424096,0.171361,6.415012,0.020392,3.033786,15.441868,0.181998,2.705790,35.310690,0.098614,13.549446,13.677939,0.210353,2.779681,2.917237,0.820434,14.666279,37.191093,0.207552,0.990786,18.077546,0.049731,11.891314,16.781419,0.079118,0.625388,9.573897,0.035751,2.456996,2.850650,0.127438,0.156688,15.793224,0.198237,1.622542,17.286467,0.124068,1.816285,4.913022,0.249458,0.061211,9.545914 
16.188842,0.000001,18326.772257,0.004946,0.007288,0.002266,0.152038,39.950202,1.959657,27.595819,0.098940,4.947087,0.041437,0.395842,29.513627,0.129788,0.188943,1.755498,0.016352,5.221311,6.464676,0.151353,3.377918,103.546953,0.068547,2.016646,2.861973,0.076509,0.294253,5.713984,0.005044,1.524658,1.812857,1.433023,0.169863,714.378467,0.000617,3.389072,9.442742,0.233877,1.175967,14.288933,0.285192,0.714992,105.036562,0.168440,2.107691,0.439444,0.161160,0.666125,4.535473,0.032829,0.806436,71.112999,0.264501,1.030935,8.684034,0.058917,1.272008,5.606648 
387293.338734,0.001069,0.286306,3.677598,0.033312,252.303791,0.232157,0.000570,11.257098,0.001042,0.008605,5.307140,1.488488,5.597509,210.768410,0.119764,1.354332,1.841635,0.017913,0.387355,39.415335,1.169914,0.190071,146.414191,0.062857,2.220068,34.162348,0.038705,0.322902,7.066016,0.116402,5.909239,12.195024,0.000125,0.147131,1.568623,0.297161,14.761886,9.389149,0.127235,2.770020,29.806309,0.030600,1.865539,3.606017,0.079167,0.339613,23.644197,0.112155,0.172797,3.816465,0.074699,2.495740,10.862398,0.177847,0.288277,9.062941,0.163390,1.337900,11.088280 
0.010514,0.000051,233292.603495,0.580411,0.003357,244.062691,15.149837,0.063373,1.787486,0.080200,5.772934,25.244557,111.140657,0.256561,6.293866,2.006255,8.108864,12.209244,0.467915,1.940182,1122.806529,0.319765,3.335106,20.485778,0.209812,10.896164,6.260050,0.041812,2.240356,6.031078,0.056048,2.900627,4.430693,0.028524,0.779934,144.086852,0.080042,1.872357,17.148298,0.163887,0.234676,19.723011,0.129397,2.323722,30.093990,0.488432,1.821846,21.656967,0.337503,1.391234,14.734414,0.198284,0.058030,18.207947,0.007840,1.847489,24.840148,0.209503,0.876535,8.961616 
0.046855,266.316741,0.000834,2.120110,15991.632583,142010.035475,1.049991,5.848783,15.711812,0.608190,86.635187,1.836805,0.009171,20.982109,234.996536,0.635057,0.243500,1.238395,0.183965,14.340837,135.325638,0.194793,1.070410,107.608716,0.039592,3.799230,15.701645,0.001362,0.626191,2.108066,0.105894,0.996137,3.635934,0.256278,0.664325,3.853349,0.304181,0.775411,9.666384,0.098805,0.687945,5.741135,0.150670,0.606653,20.647638,0.038792,0.111014,27.883661,0.021668,0.709482,9.141241,0.009648,3.120291,6.777944,0.049141,0.921371,10.030937,0.127715,0.599589,3.763655 
10.828243,25249887819.296310,0.000685,1.430311,0.005442,38698.776461,1.304514,0.022865,0.715466,0.480428,0.141411,9.632403,0.024343,0.138961,0.856607,0.074660,7.412556,0.752850,0.092374,1.360638,52.859377,0.751638,103.146574,17.266032,0.058767,1.852980,7.043350,0.035359,0.622598,105.616142,0.160638,0.260875,3.946953,0.207698,0.544216,12.990567,0.072174,0.661563,45.809652,0.033058,1.425657,112.174675,0.167319,0.253057,25.292873,0.152637,1.119448,41.662619,0.018351,0.992427,10.019357,0.101370,0.958715,7.449555,0.277431,2.139851,16.109631,0.061338,0.945623,2.528123 
3752.869052,0.003023,0.006505,15.093106,1107.678481,1610000223.836232,0.000043,308.699763,37.924689,0.007781,0.488730,29.883101,0.108918,1.096285,1215.832276,0.281780,1.566354,20297.109830,0.198008,0.136357,0.430817,6.773508,117.874124,35.671064,0.129773,4.081750,26.546825,0.142953,1.911344,1.267354,0.167226,1.204360,8.532100,0.027386,0.301067,1.228210,0.318380,0.567178,17.388182,0.178196,0.571401,12.239615,0.112998,1.301540,15.124720,0.135539,0.906638,29.627736,0.033552,0.931409,6.670777,0.227450,0.089467,28.037411,0.038061,2.142630,0.973107,0.253420,0.388608,11.981541 
0.103561,151792808.673743,6603.798089,47040.485381,1.980742,1388.707504,4.232079,122.048447,2.097156,0.192459,34.747687,76.219264,0.061323,0.029306,4.330959,0.050924,0.627335,111.402767,0.265919,22.748777,1.128639,0.170805,25.540027,9.415939,0.643146,4.769723,10.908185,0.114008,1.022590,1.505205,0.001095,0.166303,3.982317,0.058299,1.185493,18.175228,0.448291,0.508981,5.730633,0.132483,0.835691,8.192912,0.207729,1.827649,2.447544,0.033568,0.653136,0.385347,0.088165,1.721985,6.226360,0.058001,0.208683,49.407815,0.225669,3.914737,23.648604,0.105275,2.682269,8.137354 
1.472409,11626.458642,757.607420,0.004588,0.405041,1158361.021905,0.011397,10.786287,2176.864945,0.049620,0.048323,11.609963,6.688997,1.229947,53.122394,18.480663,0.377821,6.274144,0.041265,2.161549,66.430368,0.512171,0.217064,11.466318,0.078419,1.980837,36.898095,0.115712,0.068158,16.894254,0.064859,0.199134,34.865285,0.017856,0.509543,14.862210,0.116937,1.278666,25.632378,0.255488,1.803272,9.028959,0.178658,0.205177,20.583965,0.060537,0.564698,19.016476,0.161395,1.401158,19.678302,0.283502,1.004164,0.098508,0.088231,1.717130,10.874172,0.032215,0.735284,2.196851 
