(alpha=0.50),(alpha=1.00),(alpha=1.50),(alpha=2.00)
0.854348,3.953117,-nan,-1.174328
1.044675,1.200901,0.657605,-nan
-1.716513,3.135545,-nan,-1.095479
1.161863,2.080132,-1.558747,-nan
2.009139,-2.102929,-0.217465,-nan
0.117005,1.568060,-1.061282,-nan
-1.142371,-1.010612,-0.506743,-0.441666
0.205939,0.881494,-nan,-nan
3.668949,-0.563234,-0.547452,-0.139593
-12.187931,-1.561986,-0.967601,1.157678
2.469663,-2.370012,1.738752,-nan
-0.713091,-0.250293,-nan,-2.261508
-0.417181,-1.413260,-3.530761,1.602236
-1.160378,-0.797748,0.784582,-nan
-0.629206,-1.852278,0.186252,-nan
1.288895,0.245444,-2.807978,-0.498355
-1.177111,-0.604002,0.113326,0.075515
-0.445089,-0.229571,-nan,-1.319299
1.962456,-0.795613,-7.593584,-nan
-0.628982,1.333974,-1.436645,-nan
2.169556,2.156030,-2.333766,-0.871578
0.744126,1.122064,-nan,0.036624
1.452938,-3.897632,-nan,-nan
-1.106447,1.176505,0.124717,-0.649179
-0.379662,-0.679083,9.252064,-nan
-0.949098,-0.428193,1.927674,-0.322735
-1.073630,0.797744,-0.998277,-1.445671
-0.272698,-1.980068,0.852088,-0.182764
-1.627602,0.544520,-0.870629,-nan
0.230094,-0.911764,-2.147155,-5.413371
0.471002,1.124244,0.288741,9.837072
-0.345855,-1.296139,-1.303521,-nan
-0.279575,-2.784897,0.713478,2.169270
-0.325954,-0.118381,-0.652884,-nan
-0.221960,0.990761,1.987472,-0.742082
0.024125,1.193843,0.120112,0.970686
2.029103,1.700633,-nan,-nan
-0.084061,1.786990,-9.512136,-0.401986
-4.211282,-1.001161,-nan,7.860737
-0.472297,0.351135,-0.680848,-nan
-0.744659,1.648400,17.179691,-0.296672
0.703830,-0.424875,-nan,-nan
-0.397752,3.415637,-nan,-nan
-11.449104,-0.135705,-nan,-0.031248
-1.140887,-2.138358,-0.693678,-nan
0.937850,-0.523078,-0.145625,-nan
0.648368,-0.697046,0.692157,0.194389
-1.248646,1.693003,-nan,-nan
-1.468462,-0.607738,2.759038,0.089963
3.262642,-0.007196,3.045381,-nan
-2.222690,1.746315,-nan,0.406181
0.531209,0.968202,0.788788,-0.351493
2.142533,0.931911,-nan,-nan
-1.336229,-2.115006,0.220936,-nan
-0.497148,-1.131115,1.218491,-0.092225
3.051847,1.453096,-nan,-1.547819
-0.742193,0.722814,0.309998,-0.016669
-1.203320,-5.659033,-1.738361,-nan
0.905835,0.374533,-1.403222,-nan
2.363421,0.688730,1.241778,-7.564953
-0.067757,2.152808,-4.928589,-nan
1.959403,-1.700032,0.046297,-nan
-0.686153,1.617839,0.296340,-nan
0.414509,-1.708818,0.738309,-nan
0.472157,0.154663,-nan,-nan
-1.849455,-0.393979,0.260858,-nan
-0.802224,-2.233020,1.270076,8.436085
-2.660661,0.571121,0.219330,-nan
-0.867216,1.351516,-0.033660,-1.586636
0.817027,-0.007906,1.684477,0.487754
-0.289011,-1.064758,0.378297,3.068609
0.292432,-1.400446,1.225257,-nan
-0.041556,1.679003,-nan,0.270482
-0.115818,1.451437,-nan,-nan
-5.223480,-0.742454,-0.426476,0.188572
-0.105533,-0.088797,-nan,0.580312
2.020272,0.697075,-2.029363,-4.542696
-2.485385,1.758487,-nan,-nan
-2.427719,0.362417,-nan,1.470016
2.435532,2.107598,0.117650,2.749426
-0.759942,0.865598,1.475596,1.122500
-0.990885,-0.190068,-2.179051,-nan
1.147067,0.258930,-2.618813,-4.520695
-0.154930,-1.622372,1.913635,-nan
-1.151900,-0.041378,-nan,-nan
0.236790,-1.146137,-0.484740,-0.676303
-0.843273,0.637194,-0.113355,-nan
0.035191,-1.131294,-nan,-25.332910
1.221886,0.538494,0.307543,-3.694138
-0.094381,-2.481475,-0.184472,3.136967
-0.380796,3.267293,-1.328341,-nan
8.122301,-0.810088,-0.046687,-nan
1.687527,0.455192,0.318522,-2.927814
-2.764834,1.110547,1.192800,-nan
1.969660,-1.176572,-0.015971,-nan
1.198805,-1.022578,0.164499,0.530890
-0.568586,-1.177205,0.299654,0.912702
0.521971,0.341187,-nan,-nan
1.148641,1.234572,0.327985,-nan
1.216005,1.884264,-nan,0.473202
-0.149737,1.512255,1.801520,-nan
-3.047487,3.859735,-0.239112,-0.218735
1.274831,-0.187713,0.130659,1.327121
-0.332257,-1.592856,-1.448784,-nan
0.981088,0.389168,-0.105196,-nan
1.398823,-1.264255,-1.223933,-nan
2.694249,-0.935916,-0.336786,1.001546
0.832508,-1.607868,1.106396,-nan
0.200183,-2.054397,-2.669488,-nan
-2.712587,1.130588,-nan,-nan
-0.071061,0.853449,-nan,-nan
-2.844240,-2.527258,-1.287897,0.825518
-3.835805,2.592649,-nan,-nan
-0.128915,0.987297,1.341598,-nan
-0.288038,-0.613957,-0.422085,-nan
1.196634,2.421673,-nan,10.352448
-2.045200,1.864037,-nan,-nan
-0.773276,-0.562037,-0.263787,-nan
0.553700,-0.818998,-nan,-nan
-0.428596,-0.313594,1.057425,0.349421
0.431619,-0.772089,3.502414,-nan
-0.758389,-0.281029,-0.266584,-nan
0.234400,0.100270,-1.165534,-0.231652
0.037507,-0.420071,-nan,-1.376739
-0.373478,-0.728546,-0.170972,-0.627130
2.843760,-0.892270,-4.369534,-0.208476
0.458968,1.326801,-0.114217,-nan
2.237293,-1.010525,1.215430,0.969714
-0.649668,-0.021270,-nan,-nan
0.202084,-0.804937,-1.265693,-nan
27.344963,0.580323,-0.198516,-nan
0.167873,0.006851,-0.456723,-1.290891
-6.959781,-0.617143,-nan,-nan
0.639710,-2.279527,-nan,-nan
6.348522,-0.336509,-0.608505,5.565127
-0.029073,-1.111867,0.983857,-0.455863
-3.891043,-1.900821,-nan,-nan
0.213991,1.139695,0.674086,-4.389422
-0.951079,1.209293,0.617737,-nan
0.538448,0.041355,4.921124,2.011455
1.367343,-2.404912,-2.148205,-0.863671
-21.088800,-0.869184,-9.902736,-nan
1.076649,-0.559786,0.184093,0.754424
-0.012886,-0.959066,0.569140,0.345394
-0.135610,0.677405,-nan,0.216238
0.709011,-0.930555,-0.546372,0.518039
0.420928,0.599198,-0.100112,0.579933
-0.041782,0.318810,-2.298511,-nan
-4.906787,0.074403,0.083827,2.538702
-2.586467,0.462931,1.409472,-nan
0.866223,0.737440,2.443421,-2.839561
0.216747,-0.116156,2.628326,-1.002947
0.366314,-0.945808,1.538192,0.094536
0.899707,-2.205485,0.644075,-0.263543
0.882540,-1.891387,1.274125,-0.280458
0.265950,0.811232,-0.328406,-nan
0.071649,0.388929,-10.550714,-nan
0.496844,-0.955581,-1.760841,0.197956
-1.447283,1.289948,0.154110,-nan
-4.336579,-0.609757,0.610952,0.205340
1.624580,-0.974952,-nan,-1.358790
0.223986,-0.918262,-0.341996,-nan
1.774022,2.300629,0.828831,-nan
0.930875,1.191264,-2.221966,-nan
1.917859,0.989795,2.184540,-0.211901
-0.214204,-0.584565,-1.331142,-nan
0.501707,1.787878,-nan,0.121286
0.360052,0.244182,-nan,-nan
-0.418139,-0.400734,-nan,-1.002098
-0.524141,-0.256763,-1.777776,0.387558
1.345403,0.825920,-nan,-nan
0.922981,-0.448805,0.004547,-nan
1.330686,-1.119560,2.012246,-nan
-0.519979,0.368773,-1.847303,-nan
2.679221,0.949464,-nan,0.632220
2.383623,2.635177,-nan,0.638478
-1.523369,-0.240291,0.360228,-0.399293
0.773616,-0.777251,3.246511,0.279329
-0.344694,-0.083891,0.014720,1.199740
1.215344,-1.188965,-0.052165,-nan
-2.498251,-0.769604,-0.012853,1.110314
-1.919604,-0.207353,-nan,-9.252061
-1.751764,1.067174,0.971083,-nan
0.926313,-0.228691,-0.501979,-0.751768
1.095476,0.436163,-0.417278,0.783611
0.552277,-0.306239,-nan,-nan
-5.473621,-0.512811,4.952165,2.942063
-0.538080,0.618412,-nan,-nan
2.796399,-2.278384,1.370083,-2.482031
-0.127487,-1.967064,0.714696,-3.225728
0.878114,-1.782264,-nan,-0.108606
-0.402830,0.840804,0.529219,-0.721487
-0.568681,1.420784,-3.087196,-0.076319
0.359629,1.152135,-nan,-2.599863
-1.286169,0.158992,-nan,-nan
-0.731618,-1.838697,-0.422210,-0.051560
0.831754,0.628966,1.369167,0.085307
2.326660,0.793770,0.973628,0.281776
1.039421,-1.280078,1.551147,2.974669
-0.363793,1.003219,-0.199820,-nan
-1.061899,0.767544,-0.079530,-0.004818
-0.026120,0.101752,4.100677,-nan
-0.970295,-0.489534,2.055741,-nan
-0.542506,-2.227433,-nan,0.283998
-2.108585,-1.302095,-1.330341,-nan
1.357773,-1.366965,-0.460065,-0.095595
-0.450404,2.265922,-nan,-nan
2.196495,0.149122,-1.327899,-0.372913
-0.541422,-1.601705,-0.027604,-4.088084
-1.415066,1.879464,-nan,-nan
0.732334,-0.526922,-5.348929,-nan
0.805975,-1.553282,0.811212,0.589297
-2.945768,-0.931948,-nan,0.865548
0.526265,1.641642,-0.805804,-nan
-0.031824,0.333203,-0.079507,-nan
1.046502,0.496191,0.952663,-nan
1.210473,1.148787,-0.827915,1.645241
0.874872,1.551059,3.036374,-1.848228
-0.227948,-0.646703,-nan,-0.118532
0.169293,0.006292,0.666156,-nan
-1.185057,1.750862,1.043568,-nan
0.517355,-1.869305,-1.939766,-nan
0.733495,1.063694,1.665769,-nan
1.012946,1.812235,-2.135531,-nan
-0.556326,-0.095943,-0.912983,-0.909583
-1.272524,-1.061522,-1.686583,-nan
-0.788156,-0.610683,-nan,-nan
0.771045,-0.961747,-0.129860,1.118091
1.055521,-0.535901,-nan,-nan
-2.173255,-0.530186,-1.668612,-nan
-0.378279,-1.178958,-2.720013,-0.924600
4.947506,2.089151,1.512401,-0.129274
-1.235795,0.008564,-0.572451,-nan
1.186359,-1.286960,0.184008,9.340017
-0.205662,1.302637,-nan,4.715881
0.404018,1.665732,0.429131,-nan
-0.832711,0.217077,-1.390892,-nan
2.379772,0.391181,-0.272610,-0.479982
0.189257,1.526319,-nan,-0.023192
2.776898,-2.202767,-nan,-nan
-0.117971,0.412146,-0.250310,0.216187
0.209645,-0.245551,-nan,-nan
-1.548352,-3.648753,-0.076380,-nan
-1.695566,-1.522156,-0.155646,1.685381
0.467690,-0.317703,-3.782354,-0.442903
-0.235292,3.898601,3.406601,-1.318781
-0.661996,-0.029690,0.676477,-nan
-1.529787,1.278018,0.027879,-0.088241
1.977055,1.616282,-2.354616,-nan
-0.785858,1.021101,-nan,-1.613798
-0.780559,-0.400100,-1.357823,-3.566854
1.559738,-4.869788,0.698418,-nan
2.038393,1.349827,-0.616329,-nan
-0.728752,1.003732,1.967842,1.887112
-1.000618,0.568839,-nan,-0.898324
-0.543637,-2.911417,4.261845,-nan
-0.451258,0.087549,-0.270690,-nan
-1.633216,1.699384,1.800992,1.058996
1.307220,0.480883,-0.420757,-nan
0.694641,1.879185,-nan,-2.646010
1.525393,-1.331217,-1.403904,-nan
1.435022,-0.197204,1.983818,2.065540
2.083883,0.307705,-nan,2.675666
-0.618796,-0.168911,-0.003128,0.180485
-0.173993,0.358944,-nan,-2.261950
-0.670040,-3.161772,-nan,0.332805
-1.334737,-1.035238,-nan,-0.720928
5.583659,0.515586,-0.976231,-1.183489
1.221412,-2.386271,0.484712,-nan
-0.210673,-0.039361,-3.755969,-0.609435
-0.270160,0.296157,3.917314,-2.502554
0.283959,0.956106,0.167727,-nan
1.048432,1.499706,-0.800101,0.764526
-0.676945,1.828118,0.899101,-0.114780
-0.632903,2.152755,-nan,7.328874
-2.427291,0.627012,-nan,-nan
0.493908,2.012962,-0.457394,-nan
-0.428117,0.928769,-nan,1.287932
-4.493237,1.409762,-nan,-nan
-3.151691,-0.312823,0.091599,-nan
-0.221806,0.622776,1.229130,-0.408129
1.280375,1.280391,-nan,1.214003
-1.874093,-2.329950,-3.581949,0.878868
-0.132066,-3.885037,0.694054,0.537115
-2.133612,-0.320257,1.199702,-nan
1.836382,-0.791773,-nan,0.677264
-0.054904,0.260293,-7.418380,-nan
-0.420017,-2.886826,-nan,-1.023953
2.173529,0.772978,-5.900493,-nan
-1.000667,1.197248,2.647911,-nan
1.766287,-1.661112,-nan,-nan
0.214803,1.573105,-0.010126,0.125243
1.857694,-2.712732,1.009786,-nan
0.134972,2.135285,2.035513,-nan
-1.241140,-0.029983,0.488850,-0.309340
0.294679,-0.083763,-2.029844,0.343158
1.534234,0.001089,-nan,-nan
1.333896,0.292898,-1.463057,-nan
0.001864,0.632397,-0.055550,0.124649
-0.245057,-1.675260,-0.163055,-nan
-1.749626,-0.671239,0.031446,-0.063756
7.232160,0.996786,-3.446855,0.705327
0.831538,2.760274,-3.588240,-4.669614
1.716525,0.956337,-0.021295,2.216173
2.392979,-1.291501,-nan,0.711307
0.127469,-0.531640,-nan,-2.439764
-1.831280,-2.348663,-nan,-nan
0.833025,1.618738,-0.499592,-nan
-1.808002,1.009772,2.205973,-0.040945
0.532024,1.514808,-0.996398,-nan
-2.055394,-2.370709,-0.241008,2.199850
-0.150633,-0.843365,-0.420568,0.370260
-0.059872,-1.368190,1.366965,-0.119938
1.559374,-0.451580,-0.482491,2.625444
-0.063471,-0.568055,0.052034,-nan
-0.006137,1.073646,-4.430648,-0.151927
-1.463654,-1.008061,-nan,1.562904
1.090772,-0.238197,-nan,-5.336873
-1.352392,-0.135036,-0.306574,0.122135
0.181300,0.101769,0.656324,0.180002
1.615360,1.844463,1.708064,-nan
-1.146343,-0.307001,-0.697528,-nan
0.576398,-4.394376,1.795968,-nan
-0.117206,-1.132564,0.276267,-nan
0.681912,-2.179689,-nan,-nan
0.455485,-1.186964,-nan,-1.030500
-0.467634,-0.893348,1.670770,2.201645
-4.093952,-0.900536,1.048620,-4.274227
-21.280964,0.242136,-nan,2.697999
-1.621129,1.156937,-nan,0.185370
-0.157490,-0.414271,4.012976,-nan
1.325736,0.546565,0.416679,-0.036002
0.520816,-0.124980,4.765512,-nan
0.204267,1.503871,1.916338,-nan
41.205356,2.414303,-0.399624,-0.113968
6.092915,-0.592098,-2.273236,-nan
-2.373696,1.249042,-nan,-nan
2.036573,-1.524955,0.824230,-0.971750
-3.717718,1.841410,-nan,9.422860
1.080852,1.970622,-nan,-nan
0.036524,-0.387169,-0.226343,-nan
-0.191624,0.085697,-0.288624,-nan
3.118291,-1.122238,-nan,-0.534211
-0.606614,-0.702879,-0.137400,-nan
-0.167681,-2.043616,1.609434,-1.019669
-0.554813,1.180194,-0.475586,-2.539298
-0.100613,-0.032225,0.637007,8.813510
0.091501,-0.677457,3.208777,-0.211580
-0.631519,1.553912,-0.208062,-nan
0.488931,0.131876,-nan,-nan
0.161587,-0.319755,-1.549366,-2.251471
-0.912073,-0.169328,-1.920330,-nan
-0.612040,2.497124,-3.648878,-nan
1.457245,0.681908,-0.598052,-0.314979
-6.527709,2.297372,-2.390906,-nan
0.248275,2.678383,-4.888957,-nan
-0.221089,-0.558863,-nan,-nan
-0.764099,-3.762780,1.500755,-nan
-0.681665,-0.331289,-nan,-nan
-1.031884,0.825828,-0.933271,-nan
0.832893,-0.011055,-0.058229,-nan
1.051034,-0.896453,-1.058049,-0.459565
-0.327554,1.076726,1.696333,-1.475342
0.913461,1.199326,0.209720,-0.564410
-0.195936,1.527835,1.407386,0.244748
1.939040,0.231630,1.115262,-nan
-0.219121,2.481531,-0.865660,1.214101
1.319643,0.584770,1.791294,0.855053
-0.753607,-0.092537,-0.160941,-0.735811
0.232796,1.246281,-1.784052,-nan
0.379290,0.064348,0.603310,-nan
0.373226,1.811931,-nan,-nan
1.960613,0.150944,-nan,-nan
-3.280148,-2.254991,0.366316,2.126898
1.877844,-0.334942,-nan,-0.108490
2.192376,1.344051,-nan,-nan
-1.106950,-1.872854,-0.628009,-nan
0.437348,-0.344691,-nan,-nan
0.158729,-2.081772,1.193425,-nan
-0.261296,-0.211474,-nan,-0.716088
-0.612387,1.369927,0.022770,-nan
0.734002,0.901381,-0.766848,-1.725236
2.697872,-1.688668,-0.299112,-nan
3.034484,0.033969,5.392594,-0.234747
-1.443794,0.993034,-1.312425,-3.437670
-1.067515,0.904697,-27.050043,-nan
0.561028,-2.234627,0.914527,-nan
3.574111,1.212711,0.371234,-nan
0.292931,-1.405349,-nan,-nan
-2.377582,-2.755054,-nan,-0.044439
-1.424810,-1.985426,1.463967,-0.479158
0.173375,-1.933414,3.089106,-nan
-3.341208,0.027307,2.560593,0.507020
1.771673,0.065799,-6.472224,0.044444
-1.693306,-2.757240,-nan,-0.095628
-1.990586,1.954228,-0.901417,-3.856955
0.895440,1.311359,-0.198418,-nan
-4.964927,-0.417471,-nan,-nan
-0.083329,-0.433377,-2.493876,-nan
-0.259748,-2.291190,-0.898341,-nan
-0.460971,-3.092091,-2.784268,-0.356748
0.509949,0.625358,-1.653010,1.707947
-0.995166,-0.964072,-0.662938,-nan
2.263447,0.159909,0.008666,-1.458676
1.624872,-0.039654,-nan,-1.062045
2.786104,0.232940,0.095500,-nan
-2.354052,0.385320,-1.674061,-nan
-1.801070,0.269059,2.717685,-nan
1.186781,-1.276914,-nan,-1.028947
-1.374200,-1.463529,-nan,-3.453163
-5.051237,-1.062132,1.125669,0.205455
-2.105923,-2.550645,-nan,-0.584342
-0.452745,-1.228358,2.729234,-2.545885
0.961931,0.940465,-nan,-nan
-3.349240,1.879535,-3.530151,0.002129
0.631601,0.252521,-nan,-nan
-2.854566,-1.780378,2.120595,-0.463787
0.908586,0.427375,-2.638473,0.363796
-0.150746,-1.654956,-0.167988,-nan
0.797892,-2.357389,1.730022,-0.716035
0.002573,2.009892,1.228552,-nan
-0.893666,-3.179637,-nan,-0.002960
1.581501,2.793627,-nan,-1.235987
0.514739,-0.250267,-0.653610,3.420589
-0.990568,-0.493504,0.329308,-nan
0.654167,-0.360087,-3.870348,3.577151
-0.018213,0.502297,-nan,-nan
0.334458,1.489523,0.112512,-1.800149
0.051982,0.706422,-0.332464,-1.051751
2.163031,-1.248794,-0.112901,-nan
-1.503251,-2.635743,0.383899,-nan
-1.055836,1.947863,-nan,-nan
0.064021,-0.200702,-0.589625,-nan
3.610688,1.437578,-nan,6.495423
-1.320054,-0.406891,-0.255380,-nan
3.916982,0.049148,-nan,0.875416
3.399537,1.729286,-0.032719,-6.056866
0.701335,-1.210408,-0.102086,-nan
-0.800357,0.706341,-nan,-nan
0.750001,0.172720,-nan,0.586583
1.749020,1.042524,1.424168,-nan
0.205293,0.809220,0.716140,0.084682
0.118922,1.697022,-2.053920,0.128519
3.714169,0.291737,0.439413,-nan
-1.430419,1.151269,0.207290,1.143723
-0.203730,-1.849070,-1.549081,0.717466
0.603766,3.443711,-1.458663,-nan
-0.658212,-1.487615,-nan,-0.547825
2.154409,0.622940,1.095626,-1.792612
0.541625,0.543858,-0.953146,1.050763
0.309752,0.613690,-1.054769,-0.048625
4.564117,-0.331094,-0.716599,-nan
1.281292,0.087576,-0.350285,0.783739
-1.872635,1.011054,-nan,-nan
-2.349280,-0.172210,-nan,-0.177523
0.080956,0.658423,-nan,-nan
-2.708853,-2.276437,-nan,-2.084904
0.403958,0.859694,1.349880,-nan
1.006587,0.131027,-0.007403,-0.706913
-0.166591,-1.642814,0.164744,-1.829375
0.933500,-0.734661,2.300154,0.062859
0.232735,0.455117,1.307348,-1.434624
0.402667,1.739385,0.067617,-nan
-0.719447,0.851607,1.436036,-nan
1.345948,0.882300,-nan,0.546486
1.488953,-3.981346,-nan,-0.943692
-2.621136,-0.686327,-nan,-nan
-0.107195,1.464648,0.219318,-1.440050
-1.226861,0.403898,-1.103996,-1.609214
-7.127281,1.325013,-0.144360,-nan
0.219169,-0.073045,-1.727160,3.427517
0.914931,-1.061165,-nan,-nan
-0.315118,-1.407987,1.436762,-nan
-1.198279,-1.152029,0.500479,-1.238428
0.100881,-0.727599,-nan,0.586230
-0.327360,-0.115804,-1.482170,0.588985
1.697250,-0.753052,-nan,-nan
-0.137178,-0.746911,-0.818297,-nan
1.947392,0.580309,-nan,-nan
-2.616156,-0.105123,1.184215,0.834377
-1.007970,0.319699,-nan,0.751030
0.611971,0.160412,-4.135723,0.442728
-0.068157,1.116940,0.459677,-nan
-3.870346,-0.314842,-nan,-nan
-2.084010,-1.023907,5.601037,0.601748
-2.439162,0.111842,-1.228449,-0.897047
-1.267800,-2.244386,-0.552991,-nan
7.852644,0.527152,-0.710379,-nan
-1.198182,1.368037,-nan,-0.774312
-0.490160,-0.282456,-0.877822,0.146411
-0.516027,3.331360,-nan,-nan
-0.375278,-0.689936,-0.060273,-nan
-1.759008,1.317553,-nan,-0.939406
-1.135197,1.717306,-1.043310,-nan
-3.256380,-2.892707,0.299850,-0.403439
0.653481,0.112399,-0.191083,-nan
-0.921093,2.129917,2.510389,0.288054
-0.200656,0.818077,-nan,-0.134240
-1.808850,1.660855,-0.701052,-0.386402
0.632146,-0.473940,0.533828,0.317822
-0.349841,-1.046682,-nan,-nan
-1.646387,-1.456602,-0.323694,-nan
4.685418,-0.253365,-nan,-nan
-0.910319,1.335419,0.135604,-nan
1.801699,-0.795472,0.908472,-nan
-8.797672,-0.457917,0.353591,-nan
3.681133,-0.275765,-1.868395,-0.453826
-0.773163,-2.363171,1.183836,0.790073
0.335062,0.168306,-nan,1.679287
-1.579040,-1.341716,-nan,-nan
1.450663,1.369026,0.766850,-nan
0.168143,-1.028893,-nan,-nan
0.177245,1.033177,-2.030912,-nan
0.433522,-0.162156,-nan,-0.096333
-0.261176,0.376900,-nan,-nan
1.031377,2.039516,-nan,-nan
1.021943,0.777976,-0.080598,-0.616196
-0.158294,-0.643277,0.239425,-0.138882
-0.175532,-2.439172,0.515722,-nan
3.229037,0.771131,-4.408955,-nan
-0.415221,0.272320,0.640635,-nan
-0.627379,3.738231,0.763696,3.162969
-1.254678,-1.317182,-0.040476,3.428645
0.934180,1.286380,0.361119,-nan
-0.005004,-0.015107,-0.003480,-nan
0.611030,-0.455543,-nan,-nan
2.191289,0.992828,-0.707415,1.066441
1.615292,-1.313154,-nan,-0.902543
-2.939240,0.382326,1.986925,3.563931
-0.071693,-2.410999,-1.152501,-1.088568
0.770626,-1.031062,-1.975000,-nan
-0.868245,0.191078,-nan,-nan
1.543866,-1.785180,-nan,2.690250
1.068094,2.047011,0.691338,-0.207235
1.645548,-1.618896,-nan,0.625283
-0.724940,0.409654,1.801273,1.407941
-1.352678,1.080875,-nan,-nan
0.436484,1.154502,2.187004,-nan
-0.724651,1.615729,-1.826776,-2.277852
0.987826,1.990210,0.161602,2.114657
-1.733094,-0.105077,-nan,0.030912
-1.739788,2.054230,-0.861485,-0.025591
-2.828161,0.189032,-0.160169,-0.390675
-0.235194,0.892652,1.814503,-0.386729
1.214313,-0.739488,-nan,-nan
0.015514,1.436760,-0.109842,-nan
2.626022,1.018881,-nan,-0.065369
-0.414404,-0.349891,-nan,-nan
-0.589950,1.474216,-nan,-3.373745
-1.855495,-0.126213,-0.406031,2.196611
-1.378972,-2.649627,-nan,0.174645
0.634711,0.753667,-nan,-0.028962
0.892698,1.020549,0.314788,-nan
0.113840,0.432335,0.251869,-nan
0.404268,0.748985,1.250594,-nan
-0.271601,1.393639,-0.304470,-nan
0.202423,-1.073375,-nan,-nan
0.786316,-0.860294,0.201101,3.307710
2.487527,-0.004313,-0.277634,-nan
2.530569,0.793494,1.722474,-nan
-0.366083,-0.750781,-nan,-2.131196
-0.213082,0.496576,0.727572,-0.318848
0.437452,-0.712510,3.371214,0.499261
0.607045,1.243486,-nan,-nan
0.324253,1.645296,4.681669,-nan
-1.127810,0.575491,-nan,-nan
-0.423448,1.633517,-nan,-0.261795
0.098527,1.081505,-nan,-nan
0.395542,0.978121,0.426342,-nan
-3.034533,1.196861,1.727164,-0.106512
1.443868,0.193295,1.012330,-nan
0.700223,-0.540305,-1.525363,-nan
-7.019933,-2.041286,-0.740675,-nan
1.314210,0.568378,-nan,2.678051
-0.762675,2.150810,0.169060,-nan
-0.802736,2.296967,0.482378,-nan
-0.656211,1.931009,6.993577,1.741951
0.081542,0.786433,0.618383,0.128850
-1.904893,0.158157,-nan,-nan
3.669207,2.652923,2.401165,-nan
-2.267016,0.454462,-0.132926,4.646521
2.525970,1.520749,-nan,-nan
0.367215,1.613908,-nan,-nan
-0.213799,-0.294226,0.522547,-nan
-0.728874,-0.851330,0.909996,-nan
0.663612,1.914855,-0.436732,-nan
0.819535,5.004704,-nan,-nan
-3.333665,0.617074,0.707250,0.961639
0.876075,-3.116337,-1.862617,4.683913
-0.667444,-0.166296,-nan,-nan
3.499919,1.044957,-0.479881,-nan
-0.814031,-3.227395,0.018042,-nan
-0.210363,-0.634972,-nan,3.476396
0.054357,1.345922,-nan,0.174981
-1.489616,-0.726483,1.194578,1.507000
-0.144243,-1.733481,0.151651,-nan
-0.744050,1.193156,-2.593988,-nan
1.182281,0.356022,0.141691,-nan
0.538248,-2.013510,-1.035305,0.821948
-0.572336,2.234919,-nan,-nan
-0.662314,3.764431,0.338728,-nan
-0.082806,0.907048,-0.943708,-nan
-2.465280,-0.523300,0.434511,-nan
1.908419,-0.453348,-0.498966,-1.549508
0.244523,0.303152,-0.516380,-nan
-1.906627,-1.120006,-3.685361,-2.023935
-0.395789,-0.731757,6.652163,-nan
-0.215375,-0.263615,-0.812388,-nan
-10.506448,-1.465980,-nan,-nan
-8.711491,2.868350,-0.007381,0.771747
0.548945,0.201960,-0.308821,-0.730443
1.846298,-1.390534,-1.454962,0.252839
1.720732,-0.387958,0.049792,-nan
0.064745,-0.582687,-0.154844,0.843013
-1.072964,0.758921,-1.536452,-nan
0.337519,-0.479136,1.872785,-nan
0.225660,1.303662,-nan,-nan
-0.021893,1.638157,2.890477,-nan
-0.952642,2.253711,-nan,-6.444116
-0.209519,-2.003345,1.471487,-0.374555
0.502374,1.356604,-nan,-nan
2.519615,-1.985867,-nan,-nan
-0.673849,0.868604,-0.090817,-nan
0.400926,-0.568323,-nan,0.571035
-0.170752,2.088093,1.258714,-nan
-0.022970,0.893670,-nan,-2.280001
-0.769841,-1.837660,-0.383011,-nan
2.198389,0.499732,-nan,0.873635
-0.799012,-1.793715,0.358706,-nan
-1.233085,-1.056143,0.060550,-0.137066
1.265488,1.301828,1.527994,0.504503
-2.986139,-0.089940,-nan,0.314681
-1.442960,-0.549067,0.297227,-nan
1.268452,-1.655008,-0.867042,-nan
0.110944,-0.030102,-1.872829,-nan
-1.813572,-0.401891,-0.372821,0.369524
17.918556,-0.234910,-nan,1.248119
-2.187654,-1.176183,-0.579665,-nan
0.047752,-1.412453,-0.029415,-nan
-0.497227,1.203477,0.637332,-nan
-0.473268,-1.694739,1.695900,-12.071070
0.177046,-0.264951,-1.052137,-nan
15.135294,-1.172072,0.101978,-3.596382
0.275376,-0.289297,0.542283,-nan
0.550814,0.369349,-nan,-0.448588
-2.080574,-0.455889,-nan,-nan
1.732673,-0.317117,1.079117,5.831601
0.657841,-0.467273,-nan,-1.067994
1.823888,-0.367370,-2.449771,-nan
0.072018,-0.645759,-1.031712,-0.096067
-0.833732,-0.134949,-3.208880,-nan
0.574581,-2.366950,0.118988,7.212391
-0.316264,0.436096,-1.557115,-nan
1.338898,-1.961319,2.071874,0.130739
-1.520357,-0.484982,-nan,-nan
0.504877,1.288485,-nan,-nan
0.546318,2.228759,-0.641919,-0.773686
2.001777,1.050095,1.331789,-nan
-0.767920,-1.833571,-nan,-nan
1.287114,0.294659,0.060813,-0.279573
-0.371922,-1.543065,0.128944,-nan
0.222992,2.676650,-nan,-nan
1.647853,-0.041276,0.964699,-nan
1.884923,1.340488,-nan,-nan
-1.081029,-0.692638,-nan,1.852039
-2.185806,0.402133,-0.380983,1.735910
-2.948139,1.946064,-nan,-nan
-0.032024,0.801928,0.925468,-nan
0.375162,0.838390,0.919252,1.056305
