(alpha=0.10 x ell=1.00),(alpha=0.20 x ell=1.00),(alpha=0.30 x ell=1.00),(alpha=0.40 x ell=1.00),(alpha=0.50 x ell=1.00),(alpha=0.60 x ell=1.00),(alpha=0.70 x ell=1.00),(alpha=0.80 x ell=1.00),(alpha=0.90 x ell=1.00),(alpha=1.00 x ell=1.00),(alpha=1.10 x ell=1.00),(alpha=1.20 x ell=1.00),(alpha=1.30 x ell=1.00),(alpha=1.40 x ell=1.00),(alpha=1.50 x ell=1.00),(alpha=1.60 x ell=1.00),(alpha=1.70 x ell=1.00),(alpha=1.80 x ell=1.00),(alpha=1.90 x ell=1.00),(alpha=2.00 x ell=1.00)
0.139732,11999.560999,22828389.740916,-0.589435,-61.564887,9.241003,2.690240,-0.999208,1.248967,1.714021,0.701955,-1.834650,-0.130720,-0.513124,-0.747988,-5.020197,-1.378707,0.568073,0.043913,0.009099 
-0.346907,1.290656,-0.180831,1.085458,-0.956541,-74.152259,1.047498,0.986140,-73.577788,-0.080911,0.111927,-1.966832,0.408586,-0.540987,0.784772,-2.075124,1.000260,0.462052,0.868340,-0.788042 
-0.000483,-50104.694771,-0.249031,12.705334,2.830389,-2.771274,-89.336103,-0.620916,-0.018068,2.833539,0.264122,-0.405943,6.135122,2.251734,-0.487491,-7.076260,-1.469205,2.192274,0.768297,0.245001 
618883021.384758,2800.317438,0.004509,-0.143269,0.491104,-5.734477,0.144500,0.666256,-2.091727,0.113204,-1.002309,-0.475128,1.375892,-1.116791,-1.734737,-1.197794,1.980110,-0.472023,-0.797442,-0.716165 
567808.463657,-0.051442,-57.854676,0.481540,0.265808,14.801230,-0.667850,0.445971,-0.137238,0.212996,-0.320366,-0.266570,1.530848,2.407003,-0.588365,1.928370,-1.183792,0.554471,1.977402,-0.698205 
-0.001802,-0.290964,11.799993,4.001176,125.433358,0.069454,-2.539602,0.261685,0.268745,-1.594256,-0.338648,-1.312996,1.206183,-0.115998,1.250318,0.432917,0.157539,2.655915,0.411962,0.216839 
-21719909.792572,-0.016814,0.232062,65.336889,-0.378814,0.470554,3.164687,-0.773343,0.393319,0.634408,-1.235051,-0.199504,-1.521548,-0.653530,0.086522,1.057257,-1.267394,-0.911031,-0.371129,0.124837 
-4762943496570.382812,63.668879,-52.538991,-0.841698,-77.413889,-0.238793,-42.244721,-0.138707,-0.760675,0.078262,-0.107358,1.311613,-0.265944,-0.938423,2.071482,-0.854137,-1.614300,-0.455361,-0.383470,-1.964243 
183.177398,505.310448,0.144416,-1954.205045,-5.009662,-0.196044,-0.096942,-336351.948563,0.668758,0.310455,1.231830,-0.614325,-0.447971,1.885896,0.389774,-0.437775,-1.991980,-1.062638,0.595977,0.008442 
-52155670.653020,-0.830012,-0.617226,156.901993,0.190329,-6.972929,0.160955,-0.469806,-3.729000,0.849770,2.640372,-0.928267,1.539705,0.273993,-0.152735,-1.971609,0.240217,-0.128351,-0.455108,0.621251 
-0.000086,-3437.604170,0.451808,0.082801,0.873636,0.120425,-2.188123,0.697919,0.771101,0.357875,-1.882485,-0.375481,1.129159,3.093777,-0.605795,-0.080665,-2.577799,-1.784762,-0.014784,-1.631165 
0.276808,-2.686169,-0.121024,-0.054493,0.004261,-3.113149,-39.577981,0.922688,-0.362691,-10.803172,-8.968047,-7.747235,0.969503,1.507758,-0.136554,1.295721,2.091114,1.112740,-2.637426,0.711035 
-11.829168,-6082.606087,0.312719,75507.020196,-0.237911,0.213398,1.288748,-21.453176,-0.280146,-0.036298,-1.107365,0.467026,0.375318,3.328438,-0.126054,-1.845113,1.830532,0.477117,1.584358,-1.142363 
-684.513696,-0.167920,-0.879133,-1.626910,-2.062658,-66.564802,-2.779993,-0.377018,-0.272743,-1.107252,-0.323931,0.516323,0.948424,1.263510,-0.590583,-0.403926,0.221884,-1.300709,0.390712,-0.629875 
-238.820887,0.010878,-89377226.954443,0.064704,0.473707,0.229886,1.598480,0.057454,-13.675804,2.790638,354.299666,-1.961438,-0.599786,0.098327,-0.951457,-1.593466,2.455827,0.816398,-0.353976,-3.161651 
0.000060,0.060945,-2.940530,11.186983,-342.571093,66.807253,-0.565969,-40.691821,0.983596,1.494599,-0.431464,-0.310314,-1.254630,-0.952733,-1.649726,1.245065,1.926092,0.907148,-1.760343,0.472435 
44.004468,-37.074920,0.231775,0.254046,-1.656820,-39.704738,4.003382,1.333078,-19.626283,0.421928,-1.744541,0.121426,-0.532823,-0.891884,-1.143885,-7.732587,1.191403,-0.036842,1.321113,0.505739 
0.011323,0.012918,-0.023205,-32.621406,0.481032,-10.741104,-3.324514,0.908874,2.111034,-0.453204,-25.503999,-0.300999,-3.479618,1.025262,0.580599,1.388273,0.212533,-0.023403,-1.657081,0.062342 
-3573928.446671,30.701106,-138.757874,-1.176437,2.912499,-0.297826,2.422043,-19.910887,0.396352,229.925714,0.746427,-0.937519,0.125824,-0.034779,0.645303,0.599621,-0.564891,0.768179,0.059558,-0.768430 
-0.095160,0.402862,-0.542447,-0.736285,0.021336,-2.189107,-8.386336,3.642604,-0.636196,-1.298331,1.090899,1.291439,-1.434704,8.761642,-0.720656,-0.893351,0.053739,0.585876,1.801130,-2.250532 
142910499821800.906250,-0.209741,30421.297645,-0.058159,-0.429569,6.454634,0.349376,1.237244,2.677225,0.597311,-1.977024,-0.285571,-0.862102,0.529323,-1.010082,3.493875,-1.128462,-2.703939,-0.235843,-2.131481 
-34652.794346,-1.598526,-0.181254,0.778726,1.128803,18.760999,0.711725,-1.129240,-0.159005,-1.178628,3.394517,1.987622,-1.430715,-1.336509,1.847265,1.309993,0.733370,3.294239,-1.778482,1.239252 
-1620.295332,-0.528563,314.959289,2.223021,0.088597,-14.632283,-0.808649,-0.212848,-1.027926,1.581875,2.752302,1.133564,-0.183905,-0.075170,-2.444388,0.172986,-3.303928,-1.819377,1.385507,-0.809042 
0.059524,-46.612619,-0.101037,-0.863436,-103.922274,-8.150252,0.731768,-2.441168,1.080502,-0.797858,0.879392,-0.140370,1.646691,-1.860755,0.095131,-4.117592,-2.255799,0.446232,0.542798,-1.669102 
-7.098435,0.001702,-4.230854,0.190457,25.221515,1.337694,67.016069,-1.634685,-0.036341,0.034381,-0.679995,7.176500,1.487952,1.024439,0.730536,-0.423583,-3.423796,-2.023529,-0.223992,0.574841 
-34.140762,3954.866213,-1.699889,-61.199003,-0.428687,-0.071706,-9.519921,-2.613679,-0.311365,2.998870,-2.782764,2.588991,0.956314,-0.035873,1.576315,0.303313,2.024404,-2.005753,-1.529491,-2.403273 
-56252343270320.031250,-0.441417,0.963500,33.832915,-0.058022,-2.633763,0.238341,-1.559492,-0.370690,0.122063,0.176009,-1.149948,6.382732,0.101029,2.508463,-2.452334,1.343907,-0.295746,0.618904,-0.742171 
1155678863.461711,-255673.615088,-55.529261,-0.130236,0.480421,-0.272749,-0.013182,-0.721494,-2.469359,2.161369,-1.137160,-0.725926,-0.121717,0.791287,1.769751,-1.160634,-0.639836,-0.243126,1.033701,2.100360 
380261360.118991,4.862653,-1.720213,8265.446606,22.066121,-191.137153,1.378977,0.361727,0.373573,-1.321432,-0.370733,-2.118562,-0.723262,-0.522877,0.685689,-1.683399,-0.990568,-3.664027,1.419903,-2.061477 
-0.000011,-0.024260,0.216286,0.046840,0.187350,0.389039,0.497808,-0.566980,-3.354952,-3.443385,-3.068602,0.374143,0.276617,-0.847838,4.065118,2.440713,-0.572391,0.456546,1.229804,-0.706661 
207829879189751261892958985115783295399786184704.000000,-9964.345657,-0.091137,7.759435,-0.359117,-0.075656,-0.275981,-10.224230,-9.400093,1.022225,0.642169,0.764749,-2.561619,-4.743480,-2.877813,-0.444176,3.306630,0.662695,-1.244198,-0.691067 
488.797527,-2371.409182,-2.171758,238690.985330,-0.683110,0.539247,7.337011,-0.314238,0.267664,2.956977,1.181022,1.239455,3.958006,1.694781,1.605705,0.043847,0.238896,1.248781,-1.625490,0.674145 
-0.000063,0.010704,35.662603,-2.980768,-0.807231,1.738133,-0.006899,2.542074,2.567985,-0.264260,-1.871987,-5.254791,-0.305534,-9.857531,9.624609,-8.470449,-0.171477,-0.406159,3.702823,0.028646 
-1162.128952,-0.209350,0.501495,-3.224163,975.316720,20.634566,-0.839248,0.338027,-0.600698,-0.398040,2.343608,-0.248544,0.194986,-0.478200,-9.593378,-0.518409,-6.845216,0.900344,2.546209,-3.389434 
0.455471,0.057483,-418949.348485,-0.022797,1.014778,-1.483490,-0.394230,-0.497744,0.948978,-0.530614,0.201356,0.597216,1.413335,1.258788,1.559387,1.657022,-0.503343,1.151636,-1.822272,1.196681 
0.004838,-21.980612,-11.470864,106.740063,12.901285,-1.679138,0.692602,2.712956,-3.307184,0.898778,0.308670,-0.759321,0.273744,-0.724808,-0.361148,3.361046,-1.225941,-1.233449,-1.097426,-3.254915 
0.000098,4.449727,-3.760118,0.280412,-0.222211,-4.472270,9.421973,0.041592,-2.155059,1.618307,0.901495,-1.451876,-1.634519,0.309497,-0.430976,1.999688,-0.001488,1.639501,2.145438,0.672504 
0.000000,0.137121,2726.018266,-66.719148,0.004085,-730.269539,89.745319,0.541450,3.761684,0.274827,9.644245,0.452026,-0.453012,-0.157554,0.884843,4.721263,0.073571,-1.534060,0.200275,-0.531117 
-56102.014205,-0.403504,-0.000025,3.676454,6.533689,-0.451793,-0.773284,-0.141571,38.507437,0.224188,2.236857,-0.881236,-0.094371,0.075398,-1.778486,-1.032699,-0.752888,0.974615,0.127647,-0.219964 
1139607568161177384525012632862720.000000,17.110769,-49.290969,0.013447,-6.389801,16.724792,0.538060,3.328007,-2.760634,0.808773,0.035346,-0.185476,2.296565,1.380289,0.692906,-0.487619,1.578105,0.435567,1.360028,-0.611653 
1172.511241,1.219097,-14.122074,0.125569,-0.346957,-8.706402,-0.157871,-4.228143,0.480852,-12.227477,0.270338,0.353514,0.636775,0.880416,-0.475874,-0.843055,-0.701401,-1.148616,-0.886720,-0.187804 
11.412949,-0.114784,-0.389985,-6.135282,-0.058042,-0.087867,-0.004369,-0.938813,-0.091304,0.997115,0.447347,1.506650,-2.719402,0.751142,1.127919,0.643593,0.963221,-1.177084,1.199470,0.018326 
-1.320303,-0.317589,-6.205161,-17.064694,1.002749,-0.069695,-1.713832,1.962208,0.347896,3.196817,0.419946,-1.595929,38.187120,1.359129,-0.902320,-0.700150,-1.595558,-1.375005,2.149925,-1.305243 
522.676525,-0.997131,1.979689,-0.616685,-0.500541,-0.502621,-0.007877,-0.316735,1.167476,0.567477,1.422833,-0.903471,0.889298,0.541151,-1.066764,-2.835328,1.108277,2.841092,-1.220250,-1.455185 
0.010345,-282.259083,-7.218813,16.366894,3.086862,-1821.645526,-1.509833,0.074159,1.815986,-0.179909,-0.365079,4.511165,-0.581833,1.242580,1.389480,-4.130729,1.017235,2.210702,0.881534,-0.123502 
-315471567529.977356,-3.943855,-1.475081,9.144933,-6.311667,1.335364,-0.132039,1.884061,5.752806,-1.133162,-2.118670,-0.396045,-1.526550,0.082002,0.007727,1.429529,0.275407,-2.403780,0.699241,0.450591 
0.013450,71401440.186341,0.218699,164.432181,-1.556775,-0.433692,0.072737,-0.238756,3.530770,-2.790301,1.662132,0.146457,0.804126,102.397225,1.088356,0.446556,-0.687277,0.587180,-3.781922,0.152429 
-124.724901,-4.777748,6.285237,17.202684,0.509421,-46.462549,0.605098,-0.763984,-0.635051,0.759411,4.324756,17.767505,0.570868,0.235212,9.585016,-0.806424,2.175130,2.102287,-2.660375,-0.288133 
-335432.393098,-2.104948,4.997335,-36.322173,1.305425,9.652150,5.915463,-5.173439,1.043602,0.702116,1.828997,2.236777,0.107411,-0.200361,0.650623,2.529767,-0.275104,0.507694,-0.796926,1.021846 
29452.399642,-0.082189,-0.033734,0.272286,0.236500,0.327749,2.827389,-0.797812,1.527118,-0.292166,-0.212440,-0.712105,1.793127,32.839506,0.249790,0.112253,-1.249782,-0.681425,-1.964445,0.058802 
-0.000043,-1980264.656274,-1176.083431,0.248659,0.568248,0.528639,-8.977684,-0.618230,0.320109,-5.368376,1.784945,0.590989,1.953812,0.355090,-0.936879,1.929207,0.481975,2.631676,-0.239143,0.392922 
-1.231466,-0.192332,4.531154,2.867348,0.246183,1.088666,1567.952380,0.285392,10.065413,26.698038,-1.021255,0.042697,-0.964014,8.669740,1.411345,-0.646714,-0.568028,0.558423,2.674968,-1.152416 
2430743784.313417,0.174665,-0.007077,0.170796,-17.133969,39.134244,-0.599932,1.489442,-0.528538,10.554500,0.110551,-1.415018,1.604183,1.467170,-0.191447,1.548155,1.121283,0.436546,2.957363,1.154508 
116933.545988,-0.352695,0.001794,497847.604372,-1.087899,0.428036,0.011787,0.646169,-0.427426,0.046628,0.467995,-5.031167,-2.648964,1.603496,-2.415144,-0.598327,-0.298984,-0.855295,-0.454354,0.642592 
0.000568,-0.129963,19.398270,-0.323186,0.093839,-72.025315,6.072801,-1.638622,-0.110721,1.198806,0.410708,-23.041016,0.475524,-0.212303,-0.523227,-1.784450,0.011320,-1.401821,1.038886,-0.382767 
1006.036905,-0.002039,-5.161724,-3.664567,1.971031,7.786306,-0.004254,-4.933276,-1.283667,0.890904,-1.664046,-6.995005,-0.367278,-0.432577,0.552888,-1.994137,-1.180892,-2.210995,0.938193,0.741945 
7.853149,6840.035120,-1.197745,-0.008931,-3.324756,1.108785,0.287456,2.106225,-0.205896,2.707778,1.068283,-0.895044,-1.376021,4.004071,1.602683,0.904471,-0.617841,0.362394,0.546901,-0.527851 
202.225478,-1710.790566,27.823853,-34.158126,0.507440,-0.113888,-1.232635,14.341084,0.240623,-6.030787,2.484967,-0.242362,0.274399,0.104207,-0.024287,2.537234,1.248375,0.698055,0.726956,0.138049 
1117617611.373403,-1.558423,-536.520077,-1.777042,1.006062,812.152097,0.503141,0.086467,2.744080,-1.025829,0.444070,2.266758,-1.260651,-0.426846,4.225022,-3.872507,-0.060943,-0.963908,1.513212,1.313227 
-0.000001,-1419298.372024,-2.663712,0.460162,-4.749677,0.589822,0.748565,2.517012,0.421890,-1.714326,-0.523122,1.421499,0.040806,1.589666,0.325949,-0.003016,-0.762377,-2.218467,-1.943879,1.513161 
0.017882,1714.423486,79.058893,-0.333434,0.059883,0.885020,0.051207,1.404735,-1.397765,-0.538999,0.079454,-1.033344,-1.027505,2.218134,-1.547483,0.712281,-4.022947,-0.240247,0.721741,-2.183613 
-11789.327107,23583260.912763,-0.604741,1.531675,3.370903,1.043268,-0.487122,0.480222,-2.398038,-0.491620,-1.148081,2.579424,-5.378930,-1.204012,1.413280,-0.529628,0.648450,-2.909291,0.397087,3.720599 
1.135289,-0.190616,-504.139065,-0.001200,6.101866,8.065893,-2.084197,0.385360,-0.948308,-0.278467,0.429864,0.552580,-3.204535,0.434880,-0.360097,-0.103738,-0.257921,-0.883940,-0.277188,-0.485732 
0.000001,-0.246818,-0.405552,-294.379928,26.937028,-1.269682,0.055697,5.517192,2.318748,1.653273,-4.196284,-1.316536,-1.792404,-3.782795,3.730825,3.691957,3.400081,-0.746071,1.553690,2.158286 
1.745574,-84.203635,-0.535577,-373.596395,0.500505,-1.067217,-0.440122,-0.887086,1.225933,1.862557,0.061771,-1.768389,-0.955273,-0.233523,-5.405491,-0.596812,-0.133060,-0.099079,1.281929,-0.664198 
20.697955,21.384236,-0.325878,-8.914639,1.624918,-0.713033,-2.406232,-41.595903,1.396229,0.946708,1.147498,-1.705527,0.596946,-0.293288,-1.895235,-2.082095,-0.610426,-0.354451,1.979665,-0.436865 
-36.047319,0.357594,-75.062709,331.917870,0.584827,-7.271516,2.824108,0.357549,14.008426,15.070630,-2.098903,1.149289,-3.484578,1.440927,-5.588820,0.222119,1.022273,0.370535,-0.896555,-0.423106 
16676.889298,-2290306.127296,0.099972,-0.113636,1.303879,75.659669,-6.054531,-3.596483,-1.207628,0.684361,-1.584004,-0.046230,-1.031829,-1.876166,-0.426843,-0.577886,2.022440,1.705135,1.934921,-1.320453 
10663097.199353,0.023361,-4.101586,18444.888448,0.301828,-0.358462,-159.366187,-2.035529,0.968418,1.718691,2.795480,0.093184,0.480684,-1.298165,1.766390,-0.277696,-1.989269,1.330257,0.292035,0.024390 
-0.000014,-6.421992,-169.301283,0.483066,-5.624533,0.150278,-1.068758,0.023580,-3.352753,1.316590,0.956654,103.397762,0.337028,-0.097150,-0.405079,-1.272252,1.003453,-1.573550,0.792385,0.827460 
1374787.136353,53.211936,-0.866263,-1174.502635,-0.193307,12.124663,1.684288,-0.194575,-4.761549,-0.363696,0.908093,0.021125,1.202842,1.579477,0.860407,0.115618,-2.081810,-1.787515,-0.902496,3.143401 
-111.654782,9.734140,3.693587,-0.962413,-0.100419,-0.716517,-0.406150,-0.106705,2.426972,0.803821,1.055980,1.271543,-0.637994,-0.458427,-4.473415,-1.210202,-0.220669,0.801605,-0.022426,-0.492733 
-0.000332,0.000687,-4.931248,1.634644,-0.853662,3.437317,-1.754448,3.222211,0.798289,0.003595,-0.206689,-0.288672,0.201451,0.638182,-6.461986,1.174383,-0.166855,-0.264836,-1.857843,-1.872777 
6.740786,380.677074,0.011174,0.151210,0.028311,-0.139541,0.209918,-3.179605,0.799446,-1.068905,-2.978687,-0.620170,1.173252,-0.448112,-3.137360,-1.542133,-1.181867,-0.192204,-0.720703,2.839723 
4.320902,0.017858,64.814459,0.027333,-25.813660,7.094841,2026.602759,0.312237,0.170844,0.269934,-3.720166,2.753177,1.310431,-0.809231,1.287029,0.518229,1.968935,-1.218627,0.346421,-0.660637 
-0.102268,7.703423,0.642708,17267.242889,0.529492,-0.203207,2.132024,0.153585,1.561385,-1.303738,-0.304790,-0.009548,-0.400778,-0.915652,1.199792,-1.004705,-1.525188,-0.420283,0.136296,0.163300 
14.709264,-2.764033,-0.022952,30411.567912,2.428141,-1.555188,1543.996338,-118.731886,-2.479560,0.287776,-0.831814,3.710103,1.525831,5.116256,6.731134,5.721910,3.399676,-0.153538,-0.044028,-0.713915 
114.979486,4.335954,-4.420036,4986.490716,1.251274,13.925297,1.070052,-1.468757,-0.551002,7.463002,1.129338,0.247675,-0.443798,-2.494589,-1.442548,2.461307,1.824288,-3.835140,-2.170790,-1.232032 
0.005200,-0.043455,-88.663433,-0.866560,11.728278,1.049475,3.399663,-71.665667,-11.596874,15.280271,0.903685,1.148810,1.008884,-1.524552,0.458958,-0.025442,-2.846180,1.732273,-1.251474,-0.845324 
0.283929,0.043767,-0.001277,0.093816,-0.408420,1.814915,1.332998,0.062377,4.098582,0.240300,1.236144,-0.389465,-0.453343,-0.241237,-0.931262,-4.805979,-1.231219,-1.295350,-0.656553,0.122788 
47028.976259,-2568.703838,0.002315,2.097851,88.867051,1.105355,-13.502108,14.853305,0.472748,0.602491,-0.830018,2.288432,0.069977,0.387730,-4.200317,0.328106,-1.265650,-0.351749,-1.145589,-0.686247 
-0.028466,-90899.600640,0.018604,0.390156,-73.552560,-0.051111,0.783846,0.431118,14.902840,0.284491,0.160243,13.025058,0.767254,-1.850442,-0.434047,-0.998533,-3.348358,-1.379801,1.315457,0.194469 
25.690528,18.024267,-31.186138,-0.854821,2.727620,-12.411668,-1.463854,32.766823,0.067483,-1.515342,0.377920,-1.406291,3.383828,0.339558,-1.259702,0.354145,-0.108964,-2.496821,0.045017,-0.425688 
3.351060,-16378.241589,-1.588584,-0.173598,-0.167333,26.308168,0.283459,-3.457210,-0.660085,4.307302,-3.097116,1.189599,-0.485408,2.094631,2.313877,3.532158,1.033027,-2.824863,0.062884,-1.206588 
6.434526,-34578129.648275,5.814021,0.123723,0.817049,-0.917482,23.853705,-1.407723,14.529072,-0.186646,0.937128,0.002184,-0.425318,-0.608991,-1.264132,-1.710557,-9.957261,0.499331,-0.014182,-1.144922 
0.000149,6524.746098,77601.980477,-129.555094,-2.368490,0.174775,0.959770,4.617741,0.154861,-0.931118,0.604266,-0.536278,1.327719,0.930572,0.619977,-0.113988,1.912139,-9.125245,0.228698,0.784854 
-0.610050,-0.086589,-1.404783,0.015340,-2.962016,0.535891,23.465779,95.240169,0.014901,9.983897,0.539870,0.409487,0.377893,-0.284480,-1.223713,-0.194676,-16.162803,-2.633477,2.143664,2.559459 
0.000089,0.000101,-0.010997,-102.001332,-11.713204,0.821243,0.481278,-1.990997,0.096539,-5.874897,0.333527,-0.865505,0.679577,2.385468,0.954599,2.140287,-1.492725,-0.115624,0.194719,1.820715 
-0.791462,-30.403122,-0.047432,-9.295795,-2.154004,-0.468136,0.489233,-6.496675,0.114605,-0.113835,0.027956,-3.875925,0.390093,0.199548,-0.437790,1.698560,0.633158,0.540554,0.548401,1.870456 
0.004881,164664.047994,0.003915,0.081729,2.187487,1.163316,7.771641,-87.997871,0.523688,4.993019,4.326050,0.256994,1.628195,1.498534,1.709938,-3.622245,-1.550471,-0.751027,-1.440866,1.316755 
0.003364,0.941120,-1.611570,-0.101952,0.149997,0.927030,-0.178918,0.680884,-0.781618,5.476628,0.262496,-0.220115,3.761105,0.038820,1.023821,-1.114179,-1.451085,-0.024341,-2.122874,-0.015592 
11.662279,-5.296630,0.403138,183.184620,-0.018062,0.623850,-2.463328,-0.787255,22.099737,-0.976454,-0.084052,-11.087560,-0.020742,-5.779039,1.353304,-0.884280,-0.538057,1.281764,0.713498,-0.627060 
0.019240,21.446810,-0.053618,-42.786821,13.976307,0.170597,-0.302868,1.537185,0.671211,5.391298,-1.482036,2.467506,1.436767,-0.019711,0.792166,0.007453,1.889653,1.327961,-1.699927,-0.237920 
0.189285,3.011672,1.138402,-0.027131,4.992264,-0.294923,45.721699,-2.686673,-26.359766,2.111547,0.429864,1.915638,0.285331,3.230283,-2.101295,-0.503732,-0.627421,0.010204,1.706013,0.583263 
-59.938291,-0.269385,17.349572,-1513.123311,-0.032179,-1.260811,-0.059185,0.491143,-5.884785,0.031720,15.452795,2.025016,-2.195765,-4.558018,-4.011684,-1.582467,7.078393,0.465736,-1.325697,2.733804 
-4.172330,0.423194,-2.231570,67125.540919,-1.979642,1.926362,-3.690995,-5.586458,-0.782778,0.116378,-0.628722,-1.083149,0.123829,1.285466,2.765512,-1.820034,-0.392112,-0.435520,0.806462,0.395240 
3.820928,0.185378,-0.184604,-5.193841,2.708876,-8.130150,0.496916,-116.195079,0.733614,6.244612,-4.373742,20.504736,-0.401854,0.756788,-2.196900,0.271344,0.465444,0.459989,1.942486,2.281096 
0.006968,79.751489,-1879332.673135,0.089471,41.275829,-0.829206,1.148941,0.203502,1.096316,0.403733,8.598134,0.766809,-0.676373,-0.499109,1.529335,-2.053757,0.494516,-1.937721,-0.137043,2.472769 
219.904803,45.944708,0.139137,8.385654,67.403022,2.610212,0.337495,0.484345,-0.554474,0.100167,3.292709,-1.127130,-0.469619,0.650918,1.907753,2.520068,2.462718,-0.302331,-0.615755,-0.096465 
-37134.795922,-0.000906,-0.060422,0.534243,-0.319246,5.732898,-0.083229,-0.690664,-4.873350,0.644991,-1.543414,-0.330894,-1.368800,-1.882209,-1.712059,-1.039669,-1.061987,-0.059563,2.036324,-0.915221 
17996974.331389,0.196212,62.504248,-162.043215,5.701044,9.952312,0.464481,-0.992388,0.061836,0.576884,-0.775890,-1.673090,-1.250458,1.236586,-0.555642,0.093192,-0.088128,-0.275234,-2.512057,0.363285 
-16852547475485602.000000,0.148168,-28.266914,-14.400267,-0.210140,119.822648,1.537020,-2.891757,0.082714,-0.505271,-1.209145,-0.733033,0.097183,1.263938,-0.185528,-0.714836,-0.756629,-1.543187,1.665323,-0.227906 
0.363093,-62.317240,0.046330,-167.105628,-9.266972,1.066394,-0.589681,3.330564,0.565632,-1.069698,-0.295581,-0.277288,0.749992,-0.820721,0.539153,-0.738085,-2.015398,-1.124512,3.607312,0.626774 
0.002043,-0.000733,0.055721,0.684320,0.871997,-0.166964,-461.940757,0.424283,-1.357635,0.567258,-0.767381,-0.040939,1.462088,-0.307887,-0.161333,0.680667,-0.244933,2.792866,-1.127301,-0.818537 
3649322.951403,-2.782013,-0.011592,-11.441818,2.724023,-0.093789,11.841847,-0.343787,-2.073005,-3.272695,-8.455366,1.144673,-1.812473,-1.337434,2.235818,-0.725253,0.345730,-0.409254,0.762809,1.658147 
-2737534992380.320312,20615.040375,0.208444,-0.194387,5.000506,4.673582,-613.738016,0.147773,0.451038,-0.014050,-0.321366,1.105559,12.909913,2.729330,2.295040,0.389220,1.996925,1.168386,0.700020,0.946798 
0.028066,19.350599,-1129.069936,0.093286,-18076.836238,7.122090,-0.544410,0.619806,-4.366420,2.650759,-0.052616,0.213974,-0.854959,-0.718180,1.079704,0.528332,-1.451651,-0.020235,-2.359925,0.045344 
0.000091,-0.454211,-4.245101,3.853903,-230.709360,6.711481,-1.339672,0.329678,2.947002,5.147903,0.474184,11.498497,-11.240194,0.150031,-0.718536,0.255697,-4.242326,1.751318,-2.222753,-0.598544 
0.031497,-0.079623,0.048688,-1067.189212,-0.196222,0.420542,-0.518175,-0.242799,0.898430,1.087665,-0.093449,3.182293,-1.103630,-0.066707,-0.868826,0.773587,2.320064,-0.683725,-2.091526,-1.951408 
-6651.078150,-0.409474,-0.882629,0.514442,0.648651,-6.697951,-1.001580,1.295739,0.748845,0.916116,3.740306,-0.408818,0.351865,-2.465475,1.739621,-1.381612,2.041947,1.730387,-0.476310,0.133036 
9569595.981460,-0.010078,-0.460993,234.773170,0.382910,0.373349,1.132288,-3.686549,6.976062,0.436677,-0.579013,-1.076333,-2.802714,-0.387281,5.063421,0.835545,1.365633,1.216412,-0.245343,-1.084834 
534.365521,-1.122685,-365.934506,0.191017,0.274356,0.113095,-0.776741,1.378706,-1.891984,-3.217937,0.395364,-1.545360,-1.067596,0.493101,-0.179528,-0.567271,-0.023016,-0.097221,0.465816,-0.058249 
-792417372139.960693,-0.000383,0.721580,8480.950668,-228.315264,0.671558,-1.636908,-2.977238,-0.224831,4.320576,-1.718008,-0.698028,0.923350,-0.219667,-4.685838,0.231823,-0.507977,-2.671318,-0.131770,-2.646059 
0.000699,-0.016350,0.561309,-32.261433,1.910988,1.140449,-6.521135,0.439400,-0.661420,0.013861,-0.734587,-0.771084,-2.098964,0.887322,0.389911,3.144115,0.560972,-2.222415,-0.260808,0.202076 
-26716928.985813,-0.711970,-0.177463,-442379.633021,-686.202457,-8.057657,56.058637,1.612680,21.624619,-1.642304,2.424410,1.951485,-0.222869,-1.206645,-1.445393,-1.261622,-0.133965,0.346366,-1.161417,-0.890407 
-26.946425,-0.642956,0.007235,481.872657,-7.153188,-49.324490,-5.057102,-0.770921,6.178639,-0.425017,-0.318600,1.245446,1.621298,2.576297,-0.541369,-0.162711,-1.942018,-0.404840,0.042776,-2.380754 
0.000000,1.188337,152.209885,0.241957,16.542716,1.247936,0.058194,-0.618137,2.175580,0.988634,-2.667120,0.097659,-3.100482,11.188535,-0.859137,-0.419818,3.025977,0.346940,1.729355,0.329237 
0.259749,-1.347792,-26.883563,-1120.780527,0.353248,-0.018825,-0.466982,-2.269807,0.180303,0.383946,-1.164611,-0.598479,14.022674,1.197833,0.668972,-2.225447,1.037165,0.628574,1.375761,-2.418032 
0.019343,-10474124.621465,-3.620649,-129.923677,0.013713,-0.290975,11.964718,-195.321025,-1.401186,0.366380,-0.245398,-0.369969,-0.284156,-3.092375,-1.774865,0.107306,1.967297,-0.290294,0.088423,0.838553 
0.000367,10654.682408,-157.204246,0.801926,0.280474,5.602636,-184.399291,-7.436998,3.486643,0.091927,-0.127084,0.151590,1.104524,-1.531267,-0.466740,-0.697728,3.130576,-1.193388,-0.332784,-2.639108 
-1777013.345752,0.342016,-29.213373,-0.034374,-6.397201,-5.711739,-1.614267,-30.225184,-0.030809,8.922499,2.042115,-1.859450,0.116088,1.329573,0.141125,-1.048168,-0.562908,2.185780,2.887150,1.432391 
