(alpha=0.50),(alpha=1.00),(alpha=1.50),(alpha=2.00)
0.016837,0.269471,-0.415404,0.045060
-0.008669,-0.189929,0.156845,0.047357
0.301565,-0.041938,-0.132814,-0.027953
0.661710,0.013393,-0.038582,-0.421278
0.098725,0.001152,-0.004309,0.098440
-84.975664,-0.080020,-0.075877,0.044667
1.202075,-0.104110,-0.144856,-0.028328
0.010769,-0.084796,-0.077369,0.033526
-3.042899,0.300827,-0.241862,0.088435
0.246405,-0.023996,-0.098969,0.216326
-0.583516,0.202800,-0.057798,-0.169745
1.734149,-0.082467,0.174949,0.057958
0.467298,0.214984,-0.338759,0.236833
8.779500,-0.033311,0.028456,-0.081793
-0.054725,0.025035,0.019245,-0.012145
-0.001168,0.151974,-0.205307,0.295131
0.141682,-0.039539,0.040149,-0.047092
1.039703,-0.098989,0.089252,0.112220
-37.274409,0.057495,0.081014,-0.164608
0.724505,0.287437,-0.014534,0.157910
-0.129586,-0.199848,0.174558,-0.133228
-0.238764,0.237227,-0.010920,-0.136493
0.016387,0.220821,-0.061853,0.029667
0.064506,0.152251,0.054373,-0.263325
19.077498,0.350785,-0.122323,0.008262
0.090229,-0.571735,0.135374,0.249223
0.645576,-0.263504,0.034498,-0.055845
-0.018091,-0.033291,-0.358326,0.072624
-7.271982,-0.193860,0.018393,0.116483
0.061705,0.007923,0.098120,-0.143883
0.040773,0.178091,0.078995,0.067698
-880.058916,-0.024949,-0.157746,0.162860
0.304699,0.028907,-0.660043,-0.231468
-0.059384,-0.022956,-0.159237,0.116005
0.311749,-0.078113,0.034646,0.027241
0.023446,0.121974,0.021024,-0.184565
0.020442,-0.994003,-0.313057,0.148628
-0.289236,0.111814,-0.203127,0.042245
-0.006856,0.005128,-0.044078,0.152814
-7.247681,0.178594,0.010815,0.128227
-0.061177,-0.724482,0.068382,0.084678
0.025772,-0.070799,0.029494,-0.028913
-1.897002,-0.040003,0.035133,0.014866
-0.152442,-0.004510,-0.100351,0.098125
0.007895,0.698992,0.122502,0.035989
1.506165,-0.029718,-0.011158,-0.015018
112.878965,-0.181928,0.008364,0.036784
-0.020678,-0.024057,-0.292556,0.239092
-0.484319,0.071896,-0.019263,0.066761
0.934183,-0.041484,0.252127,0.090998
0.115057,-0.094724,0.025974,0.048783
-0.154589,-0.219589,-0.154965,0.015553
-0.001454,1.700396,-0.033977,-0.257967
-0.010185,0.068458,0.223379,-0.322171
0.224034,-0.011598,0.006852,-0.270999
0.341015,-0.468816,0.276734,-0.001876
0.387961,-0.079592,-0.194131,-0.311113
101.722377,0.107739,0.058808,0.195831
1640.735285,-0.069064,0.073481,-0.021350
-0.068084,0.007557,-0.066326,-0.201624
-0.040978,-0.132838,0.128620,0.157198
0.928978,0.030210,0.223848,0.053563
-0.001071,-3.666242,0.090331,0.217409
0.055531,0.114702,-0.006128,0.087846
-0.111889,0.035640,-0.111544,0.028620
-0.015549,0.469335,0.147832,-0.174047
-0.198304,-0.004219,-0.076310,0.026129
0.049693,0.179833,-0.079510,0.112508
-0.315526,-0.210134,0.012370,0.077670
-0.008968,-0.044379,0.052580,-0.200582
0.006844,0.947124,-0.125907,0.030371
-575.045044,0.009264,0.129028,-0.137666
-63.218486,0.016756,-0.029889,-0.124318
-0.104455,0.237739,-0.174228,0.014113
-0.061223,0.056127,-0.008048,0.041388
-0.042640,-0.200871,0.005179,0.034401
-0.134842,-0.046410,0.046325,-0.121146
-0.085988,-0.057607,-0.234465,-0.110143
-0.063671,-0.705029,-0.118353,-0.071938
-60.406349,-0.026331,0.026364,0.078275
3.470842,-0.051397,0.049122,-0.069483
0.308685,0.000553,0.050663,-0.033101
1.118322,-0.151977,0.164321,-0.182617
0.029244,-0.235898,-0.088957,0.133569
-0.142354,-0.037939,-0.210275,0.046555
0.013985,0.435422,-0.126924,0.119362
0.020247,0.067883,-0.263039,0.234675
-0.135831,0.804332,0.153967,0.104452
0.023734,-0.357769,0.114555,-0.042348
-0.242802,-0.053965,0.034214,-0.008488
28.164657,0.077467,0.304872,-0.223749
-0.179702,-0.633438,0.053010,0.253931
-0.011433,0.148973,-0.053071,0.216363
0.008611,4.490743,0.082401,-0.035014
0.018241,0.011316,-0.036056,0.039441
-0.024403,0.088868,0.277220,0.098693
-2.584618,-0.007151,0.082074,-0.013732
0.078229,-0.018324,-0.285083,-0.088303
0.128059,-0.085717,0.295569,0.005527
-0.162236,-4.965811,0.221974,-0.028878
0.063296,0.080845,0.015727,0.098374
0.305561,-0.062750,-0.161848,-0.069023
-0.070143,-0.289690,-0.093670,-0.137585
-0.024492,-0.127534,-0.041106,0.089829
0.031861,0.221542,0.048325,-0.041006
-0.056280,0.012694,0.064044,0.120301
-0.021520,0.041207,0.015277,0.099918
-2.812346,-0.034359,-1.542265,-0.207155
0.276863,-0.082604,-0.078416,0.124888
7.769096,-0.014813,0.012861,-0.099860
-0.052425,0.107252,0.076263,-0.178081
-0.064210,0.300139,-0.244943,0.063452
0.059761,-0.002783,0.078468,0.162239
-2.393489,-0.004395,0.109866,0.110629
0.003889,0.126864,0.007203,0.337162
-0.262238,0.050134,0.174723,-0.109852
-0.306290,0.064250,0.072272,0.122919
-0.312209,0.080504,-0.170360,0.268610
0.305034,0.315125,-0.014495,-0.242348
-0.025222,0.053118,0.077081,0.124971
0.034729,-5.394603,0.046022,0.025852
0.049890,0.342742,0.171679,0.077175
-0.508305,0.305086,0.014292,0.110868
-0.023349,-0.123190,0.023844,0.152650
0.181212,-0.110700,0.032870,-0.033324
-0.071101,0.006477,0.181468,0.249694
0.070649,-0.026236,-0.084930,0.194806
-0.046563,-0.059870,0.263939,0.024604
6.942999,-0.112352,-0.014140,-0.045413
0.090757,-0.212940,0.049703,0.142695
-0.111206,-0.083938,0.071898,-0.172971
2.340520,0.139254,0.230166,-0.192582
0.137828,0.114302,-0.324137,0.163804
-0.047317,0.328986,-0.013853,-0.179578
0.050287,-0.036661,-0.100995,0.088981
-0.246684,0.030020,0.111278,-0.246034
0.732410,-0.163477,0.272184,0.050321
421.120753,-0.042200,-0.061658,0.147396
0.965464,0.099726,0.372213,-0.086796
-1.224303,0.171775,0.026096,-0.074415
0.432976,-0.078408,0.343903,0.326402
1.461205,-0.058459,-0.194420,0.179056
0.054026,-1.070279,-0.104926,-0.085174
0.116220,-0.478867,0.097155,-0.108664
-168.969765,-0.077722,0.210679,0.017677
0.046755,-0.334994,-0.099040,-0.137324
-0.013656,-0.117559,-0.021990,-0.225228
-0.004138,-0.137417,-0.128292,0.015375
-0.362045,0.165604,0.082842,0.040053
0.010731,0.083581,-0.277240,0.013522
-0.216905,0.309372,-0.224505,0.120642
-0.642009,0.054617,-0.200162,-0.031342
0.526707,3.315783,-0.090840,-0.013180
-81.115073,0.092202,0.023249,-0.112937
-0.000344,0.006377,-0.135528,-0.013296
-13.647454,-0.105749,-0.370731,0.006676
-0.088791,0.037558,0.161667,0.213034
-2.262407,0.106080,-0.872178,-0.195636
-34.198915,-0.051713,-0.040262,-0.200042
-0.003319,-0.148063,0.161411,-0.080895
-0.059476,-0.027831,0.026298,-0.049691
0.011784,0.039883,-0.049584,-0.093107
0.283934,-0.019376,0.076032,-0.137401
0.072237,0.897043,0.341697,-0.046881
0.095420,-0.015874,-0.488379,0.001546
-0.023118,-0.021971,0.439784,0.009018
-157.797281,-0.128996,0.088320,-0.009439
-0.183316,-0.113387,0.069963,0.266496
184.668631,-0.021899,-0.024161,-0.061427
-0.012913,-0.305478,-0.055164,0.091375
-13.010530,-0.338421,0.009023,-0.097959
-0.262546,0.011655,-0.281758,-0.164215
-0.346933,-0.053420,-0.037117,-0.006860
-0.122010,0.157510,0.304015,-0.412696
0.064333,0.108944,0.014641,0.015692
-0.108828,-0.119103,-0.065502,0.023485
0.083111,0.360660,-0.008346,0.015386
0.016358,9.340516,-0.143332,0.170476
53.146391,-0.008786,-0.059898,-0.011630
-0.051732,-2.757207,-0.146756,-0.251444
0.037820,-0.030933,-0.301915,0.073302
-0.140690,-0.196985,2.266049,-0.034677
0.066034,0.430026,-0.002606,0.119916
0.093907,0.166923,-0.057598,0.101949
2.149682,-0.105087,0.040496,-0.057310
0.021758,-0.094055,-0.196899,-0.007082
0.010738,-0.080122,-0.285862,0.078348
0.123270,-0.067437,0.280566,0.066303
0.043423,1.330819,-0.061722,-0.008239
0.107574,-0.397669,0.109295,0.312033
-0.006407,0.077330,-0.144456,0.048133
-0.032235,0.012165,-0.057156,0.126901
-0.101297,-0.444986,0.088355,0.341718
-4.166362,0.283007,-0.411231,0.038772
-0.123059,-1.718272,0.234066,0.058289
-0.121913,-0.012991,-0.060950,-0.047195
0.003558,-1.201757,0.080259,-0.225711
-0.066268,-0.103991,-0.211732,-0.186528
-0.072752,0.343512,-0.591713,-0.057353
1.296785,0.009177,0.161627,0.018692
5.051132,-0.055299,0.292683,0.062373
0.053956,-0.266949,0.034840,-0.039961
1.445808,-0.087774,-0.127158,-0.058790
-0.013346,-0.525863,-0.540788,-0.082593
-0.032787,0.124341,-0.133138,-0.175223
-0.174483,-0.569226,0.021885,0.148942
16.056018,-0.456739,0.149766,0.107667
-0.093797,0.111427,0.304417,-0.054176
0.454538,0.012003,1.847070,-0.072626
0.148586,0.125450,0.094744,-0.080790
-28.594877,-0.061525,0.038624,0.141139
2.728774,-0.978994,-0.163473,-0.045539
0.008339,0.042528,-0.155541,0.043130
-0.032627,0.093593,-0.053773,-0.084143
-0.011376,0.058077,0.234591,0.136834
0.066122,-0.044116,-0.209043,-0.384669
0.084903,-0.122647,0.701234,0.039367
-0.004160,-0.424482,0.230909,0.003675
0.175863,1.159812,-0.586404,-0.034913
-0.002126,0.029016,0.312554,-0.045764
-0.045454,-0.119507,0.062574,0.006814
0.072461,0.044367,0.199201,-0.166664
-0.017781,0.025487,-0.061172,-0.223348
0.248092,-0.137499,0.070956,0.202815
-0.026154,0.102222,-0.046967,-0.241648
0.041464,-0.043056,-0.017682,-0.060571
1.215311,0.030210,0.180719,-0.148362
0.018669,-0.008877,0.086277,0.048962
0.023763,0.323936,-0.069931,0.005378
0.022074,0.086468,-0.015165,0.183675
-0.041799,0.112736,0.037045,0.025165
1017.868963,0.096587,0.335090,-0.012261
-0.010889,-0.048055,-0.175357,0.091464
1.186037,-0.011148,-0.048055,-0.210043
0.003236,-0.007785,0.088507,-0.120381
-0.037803,-0.023873,0.073283,-0.030258
-0.063190,-0.060139,-0.085647,0.046972
-293.436718,-0.012263,-0.281810,-0.164066
0.058076,-0.104760,-0.084596,-0.164500
0.011216,-0.139500,-0.129182,-0.298565
-0.332301,-0.054489,0.162877,0.051191
-0.011900,0.754216,-0.091932,0.159064
-0.019384,-0.035140,0.011657,-0.133195
0.005372,0.499059,0.252891,0.320608
-0.014771,-0.054424,-0.069369,0.071017
-0.195008,0.111666,-22.267361,0.082323
1.331769,-0.100990,0.013760,0.030652
2.436088,0.170952,-0.445528,0.195484
12.413642,0.042861,0.040044,-0.075074
-0.001779,0.490226,0.122227,-0.137689
0.009944,-0.022401,-0.012243,-0.021815
-6.808280,-0.125835,-0.010225,0.033786
-0.014999,-0.223583,0.013058,-0.202961
-0.059907,-0.045431,-0.285550,0.088546
-0.096037,0.086487,0.047751,-0.118065
-0.850664,0.031139,0.030680,0.030386
0.386348,0.006157,-0.138022,0.177982
0.034935,0.266149,-0.164113,-0.074099
-0.255251,-0.537982,-0.093228,0.017593
0.049930,-0.027520,-0.242662,-0.067643
0.013241,0.039024,-0.058596,0.221450
-0.029892,-0.072742,-0.136069,0.155287
-0.067076,-2.884765,-0.159440,0.027586
0.337188,1.524185,0.068543,0.188255
-1.548457,0.072664,0.095652,-0.058457
-0.011738,0.221745,-0.044846,-0.284592
0.144026,-0.012458,-0.006021,-0.240278
-0.227839,-0.227362,0.087813,0.222347
0.450661,-0.440529,-0.270908,0.160499
0.094997,0.098006,-0.097514,0.077009
-0.016951,0.117793,0.009729,0.031048
-31.008099,-0.274698,0.055333,0.105177
0.520834,0.002331,-0.079385,-0.017290
-38.873582,0.403331,0.046904,0.195161
-0.000649,-0.293353,-0.334987,-0.143194
-0.480790,-0.245018,-0.024237,0.150107
-1.115697,-1.741083,-0.003189,-0.033762
18.534182,-0.688416,-0.045858,-0.035787
2.277914,-0.106608,0.179603,0.107973
0.365343,-0.248259,-0.139663,-0.065178
0.045837,-0.018404,-0.160840,-0.172407
-2.231549,0.109870,1.210181,0.058511
-8.967885,0.022597,-0.108837,-0.071594
-0.039131,-0.076216,0.056846,-0.216497
-0.102459,-0.041497,-0.145354,-0.081360
0.007782,730.265276,-0.138092,-0.055494
7.945466,0.037316,-0.308903,0.174024
-0.039307,0.098207,0.022544,-0.107490
0.131355,0.447738,-0.024109,0.206729
0.055670,0.062042,0.010128,0.195034
-0.008848,0.041790,0.065757,-0.073242
-0.158992,0.398021,-0.056585,-0.195823
-0.106856,0.170657,-0.031433,-0.033747
0.072386,-0.026451,0.138042,0.109236
0.038781,0.139204,0.039485,-0.033226
0.029015,-0.152412,-0.054775,0.198321
0.125838,-0.056633,0.000716,0.048209
0.170393,0.067692,0.083853,0.053664
0.007137,0.015607,-0.140774,-0.023283
0.010222,-0.194571,-0.155466,0.134938
-0.020900,-0.002530,0.092849,0.099282
-0.095464,0.335651,0.270816,-0.000926
-0.088321,-0.050406,-0.124832,-0.166946
-0.024797,-0.136049,0.045873,0.109100
-4.063434,-0.116629,0.386958,-0.043972
0.436934,1551.181089,-0.311178,0.126793
4.650176,0.075919,-0.007659,-0.200788
-0.409232,0.078970,0.187881,-0.131989
0.059591,0.108047,-0.022862,-0.166778
0.372005,0.405289,0.027351,0.063457
1.579332,0.052439,0.096368,0.041737
7.649833,-0.003190,-0.113034,0.118838
1.135763,0.249433,0.072348,-0.081543
25.398043,0.047100,-0.115711,-0.186095
-0.049701,-0.040787,-0.094069,0.056268
0.378513,0.345925,0.528584,-0.058224
0.122288,-0.004134,0.060924,-0.012541
-0.118919,-0.587816,-0.183060,0.129353
0.153016,-0.034764,0.103535,-0.365686
0.457384,-0.086687,-0.186458,-0.272707
-0.000498,-0.615327,0.357309,-0.014396
0.375452,-0.034226,-0.180638,0.056356
-0.362797,0.163674,-0.194461,0.049915
2.194529,0.198596,-0.005597,0.139023
0.035759,-0.056309,-0.203272,0.102260
-0.005225,0.023006,0.072784,0.051944
-84.528489,-0.100412,0.057064,0.259254
-2.038265,-0.179420,0.070489,0.075819
0.005826,2.916471,0.015247,0.041036
-0.011216,1.153329,0.075583,0.135832
-0.090174,0.043872,0.018428,0.081535
0.075178,0.437863,-0.339928,-0.033076
4.770677,-0.016619,0.118811,-0.001829
-0.573037,-0.116361,-0.100776,-0.037602
-0.033422,0.187484,0.056319,0.062545
0.031886,-0.091803,0.055657,-0.133588
-12.664150,0.067756,-0.365182,0.193320
-2.186302,-0.025143,0.073028,-0.008123
-0.120932,-0.092714,-0.187766,0.105120
0.034248,0.015981,-0.044241,0.032788
-2.291753,-0.069376,0.009344,-0.187249
0.120938,-0.081017,0.087984,0.065175
-0.113634,0.569104,0.135731,-0.023262
-31296.184315,0.011053,-0.204697,-0.270802
0.277446,-0.027410,-0.028254,0.169395
0.019973,0.139451,0.050665,-0.297965
-0.430115,0.297047,-0.124543,-0.075176
-0.154460,-0.243190,-0.008606,0.076394
0.005818,0.283938,-0.090550,0.091274
-0.059341,0.163275,0.052231,0.143169
-74.291660,0.355557,-0.024377,0.083238
-0.853050,-0.035735,0.257384,-0.003021
20.437121,-0.014399,1.353922,0.090010
0.011426,-0.299652,0.026773,0.091877
-0.190078,0.001161,0.083214,-0.000489
0.003345,-0.079570,-0.266555,0.076755
0.009055,-0.540294,0.011015,-0.055881
-0.017312,-0.077447,0.141116,0.135705
-0.008456,-0.030904,-0.188394,-0.016050
-0.038528,0.018802,0.091265,0.155264
-0.089482,-0.215924,0.604183,-0.132817
0.014969,-0.028902,0.058268,0.007506
0.059403,-0.175287,0.009278,-0.052197
-0.004920,-0.038424,0.085173,-0.110199
0.120099,-0.163111,-0.144389,0.087241
-0.399436,-0.088686,-0.056944,0.146071
-0.115901,-0.062852,-0.004995,-0.234178
-12.275534,-0.148154,0.095359,-0.052874
-0.030993,-0.314782,-0.141513,-0.052720
0.683597,-0.059076,-0.016345,0.027306
50.508885,0.051423,0.336894,-0.319473
0.036387,-0.133083,0.006742,-0.093057
1.649120,-2.052675,0.046394,-0.097052
0.006350,0.014977,0.245390,-0.119551
-12.067735,-3.397443,0.106256,-0.212450
0.188008,-0.132549,-0.105536,-0.135524
3.031425,0.122307,0.090616,0.054064
3284.322645,0.051846,0.053087,-0.243757
-0.002375,-0.102111,0.041768,-0.172291
-1.601622,0.902762,0.145791,0.205008
-17.514647,0.286036,0.096741,0.186951
-1.417439,-0.032429,0.095420,-0.244813
-0.022798,0.077600,-0.048157,-0.173384
0.417628,0.379926,0.066348,-0.127735
0.853253,-0.124214,-0.010445,-0.086411
-111.298764,-0.086792,0.296608,0.182864
-0.097247,0.163316,-0.196890,0.000417
0.274511,0.009721,-0.055547,-0.089083
-0.017458,-0.643736,-0.017041,0.213122
0.068502,-0.219336,0.014323,-0.231497
-8.330583,-0.093615,0.151923,-0.066153
0.108304,0.240014,0.060915,-0.074246
48.688646,-1.932827,0.082693,0.115389
-0.002217,-0.046826,0.081736,0.188876
0.675075,-0.163817,0.033610,-0.015196
9.751532,0.336095,-0.115365,0.034572
0.035567,-0.076864,-0.077469,0.067857
0.367985,0.280709,-0.119770,0.021714
33.203457,-0.729873,-0.026239,0.101531
-0.543058,1.021687,0.363794,0.084501
0.413838,0.052639,0.186254,0.093163
-0.088316,0.120452,0.170857,-0.066382
-0.397791,0.023068,-0.226374,0.259921
-0.397446,1.029858,0.039458,-0.285113
-0.286511,0.255387,-0.042076,0.036942
-0.155950,0.059963,0.096820,0.191872
-0.906141,-0.150003,0.071457,0.286172
-22.107120,0.136584,0.113364,0.164273
-0.208510,0.922458,0.002760,-0.046898
-0.183761,0.102396,-0.097268,-0.205647
-0.685713,0.036157,0.069670,0.154561
-0.760295,-0.020029,0.187925,0.025865
2.260116,0.059560,-0.032709,0.032155
-4.106146,0.051343,-0.071814,-0.213730
0.070924,-1.918125,0.022037,-0.194237
-19.926226,-0.088195,0.013452,-0.107468
-0.037075,0.370584,0.114293,-0.168158
0.026479,0.128276,-0.093411,-0.077161
-0.034246,-0.087400,-0.033224,-0.142487
0.043002,-0.264450,0.141767,0.085153
-0.048048,-0.002413,-0.208810,0.028363
-0.056493,0.077349,-0.073353,-0.133322
-0.086430,0.101562,-0.126969,-0.078308
-0.169832,-0.014676,0.091694,0.137415
0.102967,0.036979,-0.034040,0.221981
-0.102309,0.183732,0.112847,0.086614
-0.001059,-0.098648,-0.202902,0.171260
10.602579,-0.043633,0.582844,-0.151521
0.180136,0.131874,0.131025,-0.053996
142.789442,-0.111939,0.091551,-0.185851
-0.272222,-0.011944,0.111972,0.070021
-0.149235,0.069384,-0.122196,-0.118883
-0.137671,0.021348,-0.132588,0.031390
-0.182361,0.090658,0.000335,0.110860
0.096107,0.012742,0.535914,0.049362
2.460388,0.210219,-0.002102,-0.010127
0.390218,0.008555,-0.052344,0.073618
0.043352,-0.196278,0.164243,-0.010788
-8.171323,-0.094119,0.177552,0.096357
1.121097,0.789071,-0.114826,0.097419
-0.052542,-0.131351,0.120914,0.023674
-0.944581,0.169690,0.317316,0.049814
-0.246168,-0.107233,-0.029726,0.042625
0.208562,0.005958,0.092727,-0.139647
-0.076780,-0.078493,0.033182,0.025160
-1.077726,-0.109442,0.033610,-0.046907
-1.602543,0.103671,0.509232,0.033135
-0.008996,-0.012540,0.070808,-0.125552
0.248336,0.047593,0.009538,0.136181
-0.019853,0.610290,0.158139,0.154048
-0.008471,0.047645,0.155397,-0.196910
0.015516,0.130256,-0.020354,-0.104488
-0.032956,0.073185,0.018311,0.265926
-0.003906,0.049536,0.143769,0.026724
1.407357,0.105369,0.160091,-0.064722
1.667580,-0.002565,-0.203376,0.063151
0.019256,0.059256,0.148369,0.120143
1.323297,0.010151,0.233413,-0.048549
-0.162680,0.018371,0.027904,0.080705
0.243417,-0.287640,-0.118584,-0.096694
3.911808,-0.542060,0.146344,0.036337
-11.233701,0.081866,-0.047984,0.125781
-0.064443,-0.118970,0.001529,-0.053214
-0.862628,0.015730,0.240066,-0.151980
0.200915,-0.639474,-0.101196,-0.122627
-0.063906,-0.440059,2.342572,-0.169525
-0.285071,0.273638,-0.010790,0.004984
-0.008346,0.037143,-0.275595,-0.359816
-0.034375,-0.132000,0.109816,0.099914
-0.112833,-3.029799,-0.040864,0.035735
0.007061,-0.015584,0.090684,-0.223782
1.347528,0.064802,0.035765,0.099606
5.545931,-15.045905,0.017789,-0.070610
0.034100,0.111666,-0.023239,-0.135780
-115.577110,-0.015708,0.004464,-0.013823
-0.454097,-0.178846,0.143279,0.038633
0.661811,0.066228,-0.370280,0.001528
0.234490,0.031974,-0.054567,0.196760
-0.014129,0.013713,0.250803,-0.064415
-0.051554,-0.302253,0.041427,0.075439
0.028426,1.805215,-0.088976,-0.048568
0.102650,-0.013809,0.097933,-0.018269
0.159192,-0.606112,0.157222,-0.053695
-0.426055,0.011628,0.144325,-0.142773
-0.116138,-0.256506,0.041096,0.124645
10.110445,0.039141,-0.020937,0.001953
-0.009777,-0.313666,0.009263,0.060570
8.609407,-0.976381,0.098215,-0.050137
0.630054,0.066711,0.165672,0.141678
1.273232,0.116226,0.178804,0.215050
-0.095868,0.155942,0.065126,0.108036
0.031864,0.475062,-0.167462,0.015919
0.133327,0.184377,0.102986,-0.053380
-59.207628,-0.504685,-0.043825,0.031024
0.081393,-0.180056,-0.087788,0.247241
0.064964,0.163859,0.092653,0.098333
-34.881029,-0.063588,0.404284,-0.336623
-0.013573,0.024597,-0.117453,0.159517
1.275483,0.111092,0.109227,0.010598
-0.000797,0.070793,-0.024081,0.032397
0.018172,0.139185,0.043931,0.190787
30.143071,0.156083,0.111665,-0.093831
-0.164765,-0.023346,0.457444,-0.250341
-0.128035,-0.067465,-0.802736,0.100280
-0.775342,-0.303660,0.038387,-0.100764
-2.280630,0.036392,0.078919,0.007100
-7.712711,0.043538,0.147280,0.002302
-0.002654,-0.076293,-0.037706,-0.150225
-0.063477,0.066438,-0.036511,0.028851
0.063297,1.056446,1.270166,-0.212224
0.579568,0.066921,0.059613,0.112017
0.040157,-0.030631,-0.055859,0.144021
0.040025,-0.913288,0.156560,0.114979
-0.063455,-0.022006,-0.148570,0.055987
0.348729,0.496686,0.020494,0.043297
-0.322839,0.016148,-0.246924,0.228157
-0.159723,-0.064880,-0.032167,-0.135726
0.028123,-0.057103,-0.034146,-0.102362
0.289470,0.010974,0.004934,-0.010052
22.529082,0.981667,0.091412,-0.083027
0.192389,0.373984,-0.135733,-0.126418
0.027240,0.021714,0.007872,0.184355
0.009968,-0.059739,0.177118,0.103076
-0.006978,-0.214830,-0.008796,0.023201
-0.010577,-0.082072,-0.075407,-0.093347
-0.021283,-0.092562,0.161703,0.002255
0.008922,-0.068782,0.043849,0.013156
0.009845,0.330092,-0.030604,0.255908
0.085095,0.032854,-0.190910,0.094929
-0.097580,0.627354,-0.016704,-0.087361
0.020051,-0.208123,-0.185392,0.127520
2.501505,-0.075460,0.324909,0.144396
-0.057091,0.164196,-0.121157,-0.123026
-5.805327,0.061561,0.042468,-0.077121
0.065833,-0.074098,0.139628,0.039279
-0.689638,0.011193,0.083802,0.036980
0.017830,0.003181,0.097625,-0.115925
-0.098802,0.021882,0.120070,-0.130921
0.021503,-0.111350,-0.135022,-0.238399
-3.169260,0.145969,0.105782,-0.001776
0.040632,3.551319,-0.199932,-0.005787
0.005495,-0.044552,-0.003154,-0.014717
-5.275838,-0.147753,0.178608,-0.072175
-0.287833,-0.156286,0.051448,-0.111599
0.112867,-0.032872,0.117569,0.070173
0.164498,-0.032010,0.004268,-0.132310
0.010517,-0.674071,1.213607,0.017871
-0.713223,-0.095303,0.026990,0.010582
-0.074765,41.310709,0.166524,0.086149
-0.004297,0.012323,-0.026816,0.017629
0.006298,0.115560,-0.009081,-0.129322
1.093856,-0.829660,0.096649,-0.160150
1.111952,-0.044410,0.115569,0.092776
0.784116,0.024936,0.086798,0.036265
0.025049,0.630473,-0.261825,0.044369
-0.147946,-0.005808,0.251438,0.224606
-0.006841,0.285560,-0.428134,-0.047800
0.040449,0.033563,-0.213037,-0.220932
0.097983,0.264197,-0.029411,0.137639
-0.176439,-0.084773,-6.860526,0.035087
180.302477,-0.249537,-0.073553,0.087726
0.230997,0.137030,0.015231,0.021180
-4.165687,0.138532,-0.019813,0.088008
1.462904,-0.064262,0.297781,0.066391
0.232369,-0.025153,0.074130,0.028576
-0.080997,-0.121667,0.488864,-0.155259
0.306198,0.036711,-0.249563,-0.047780
-24.374049,-0.033784,0.081318,-0.144350
-0.007039,-0.003417,0.067277,-0.129905
-0.075879,-3.769150,0.003980,0.021995
-0.109304,0.119007,0.014522,0.179131
-5.240846,0.026944,-0.030000,-0.071553
-1.190564,-0.156828,-0.046948,0.014335
-0.083125,0.029426,-0.277941,-0.058305
-0.030131,0.094714,-0.030720,0.120762
0.089451,0.178656,0.011140,-0.214836
-0.028347,-0.157179,0.115523,0.036963
-0.895662,-0.069177,0.161114,-0.282026
-17.172309,-0.015513,0.340134,0.146062
-0.009057,-0.070612,-0.008338,-0.166628
0.038019,17.522862,0.055645,-0.233612
-0.062611,-2.700685,0.000692,0.095364
121.558947,-0.012631,0.046793,0.022573
-0.047167,0.173238,-0.106703,-0.036701
4.876954,0.138134,0.143826,0.035929
0.096020,-0.237012,0.076822,0.160821
-1.470618,-0.273154,-0.133689,-0.182780
0.072337,-0.140340,-0.036066,0.060652
-0.342133,0.023251,-0.035255,-0.311998
-2.172326,0.053103,0.001333,0.166158
-594.704043,-0.070106,0.071256,-0.305379
-2.546031,0.005595,0.046948,0.240925
-0.076629,-0.268713,0.189892,0.123414
-0.056887,0.049498,-0.176867,-0.072495
7.971536,-0.053265,0.191681,-0.330794
3.806645,-0.031748,-0.118000,0.075604
-0.295781,-0.046569,0.159102,-0.021534
5.922755,0.040389,-0.265570,-0.223086
0.125620,-0.044979,0.143066,0.080803
-0.062898,-0.081562,0.081826,-0.247607
0.064343,0.016997,-0.063848,-0.209139
0.240724,-0.012523,-0.078128,-0.260081
-2.033726,0.200128,0.050128,0.244217
-0.056419,-0.011425,0.382663,0.125811
-1.718104,0.081068,0.001628,0.013968
7.554228,-0.111779,-0.522871,0.097286
2.959033,0.087610,-0.086968,0.008217
0.003502,-0.038994,0.143399,-0.072843
-0.101544,2.994300,-0.079929,-0.116751
-0.126645,0.000045,-0.819129,0.141384
0.018749,0.011085,-0.181367,-0.056255
-0.015731,0.019692,0.269938,0.030198
1.562848,-0.084799,-0.773704,0.051326
-0.024713,0.022262,0.126798,-0.160464
0.034165,-0.151486,-0.038076,-0.049758
0.012930,0.129956,-0.134942,0.066621
0.826647,0.091178,-0.094806,-0.120156
-0.095941,-0.136591,-0.058722,-0.049372
-49.239056,0.147648,0.369478,-0.037001
-0.036253,4.842810,-0.054298,-0.063894
0.006658,0.031537,-0.028220,-0.043477
328.656727,-0.084798,0.012631,-0.181348
-0.011266,-0.161547,0.100533,-0.021765
-0.022163,-0.066752,-0.043361,-0.054907
-0.092395,0.152247,0.046117,-0.031058
-0.000652,0.401670,0.044809,-0.105313
-0.329192,-0.145225,0.144790,0.219466
2.826316,0.321141,-0.044072,-0.297554
0.128891,-0.666477,-0.346966,0.317149
-0.711471,0.030741,-0.042293,0.086950
-0.035662,4.765230,-0.011608,0.232003
-0.459876,0.451222,0.222935,0.021644
-0.041115,-0.008276,0.148181,-0.056179
0.028097,0.037801,-0.140278,0.078657
2.810345,-0.269715,0.182704,0.230444
